"REF_DATE","GEO","DGUID","Type of building","Type of work","Variables","Seasonal adjustment, value type","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2022-10","New Brunswick","2021A000213","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843523","5.7.1.1.2","45965","","","","0"
"2022-11","New Brunswick","2021A000213","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843523","5.7.1.1.2","44127","","","","0"
"2022-12","New Brunswick","2021A000213","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843523","5.7.1.1.2","42353","","","","0"
"2023-01","New Brunswick","2021A000213","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843523","5.7.1.1.2","40546","","","","0"
"2023-02","New Brunswick","2021A000213","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843523","5.7.1.1.2","38956","","","","0"
"2023-03","New Brunswick","2021A000213","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843523","5.7.1.1.2","37551","","","","0"
"2023-04","New Brunswick","2021A000213","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843523","5.7.1.1.2","40284","","","","0"
"2023-05","New Brunswick","2021A000213","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843523","5.7.1.1.2","47329","","","","0"
"2023-06","New Brunswick","2021A000213","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843523","5.7.1.1.2","39641","","","","0"
"2023-07","New Brunswick","2021A000213","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843523","5.7.1.1.2","48204","","","","0"
"2023-08","New Brunswick","2021A000213","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843523","5.7.1.1.2","51910","","","","0"
"2023-09","New Brunswick","2021A000213","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843523","5.7.1.1.2","41946","","","","0"
"2023-10","New Brunswick","2021A000213","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843523","5.7.1.1.2","42501","","","","0"
"2023-11","New Brunswick","2021A000213","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843523","5.7.1.1.2","49528","","","","0"
"2023-12","New Brunswick","2021A000213","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843523","5.7.1.1.2","41515","","","","0"
"2024-01","New Brunswick","2021A000213","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843523","5.7.1.1.2","40756","","","","0"
"2024-02","New Brunswick","2021A000213","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843523","5.7.1.1.2","43870","","","","0"
"2024-03","New Brunswick","2021A000213","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843523","5.7.1.1.2","45646","","","","0"
"2024-04","New Brunswick","2021A000213","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843523","5.7.1.1.2","43412","","","","0"
"2024-05","New Brunswick","2021A000213","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843523","5.7.1.1.2","44843","","","","0"
"2024-06","New Brunswick","2021A000213","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843523","5.7.1.1.2","52329","","","","0"
"2024-07","New Brunswick","2021A000213","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843523","5.7.1.1.2","44011","","","","0"
"2024-08","New Brunswick","2021A000213","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843523","5.7.1.1.2","45409","","","","0"
"2024-09","New Brunswick","2021A000213","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843523","5.7.1.1.2","45638","","","","0"
"2024-10","New Brunswick","2021A000213","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843523","5.7.1.1.2","47975","","","","0"
"2024-11","New Brunswick","2021A000213","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843523","5.7.1.1.2","51777","","","","0"
"2024-12","New Brunswick","2021A000213","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843523","5.7.1.1.2","58204","","","","0"
"2025-01","New Brunswick","2021A000213","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843523","5.7.1.1.2","55011","","","","0"
"2025-02","New Brunswick","2021A000213","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843523","5.7.1.1.2","54027","","","","0"
"2025-03","New Brunswick","2021A000213","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843523","5.7.1.1.2","59821","","","","0"
"2020-01","New Brunswick","2021A000213","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843524","5.15.1.1.2","10576","","","","0"
"2020-02","New Brunswick","2021A000213","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843524","5.15.1.1.2","24143","","","","0"
"2020-03","New Brunswick","2021A000213","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843524","5.15.1.1.2","30375","","","","0"
"2020-04","New Brunswick","2021A000213","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843524","5.15.1.1.2","22286","","","","0"
"2020-05","New Brunswick","2021A000213","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843524","5.15.1.1.2","21543","","","","0"
"2020-06","New Brunswick","2021A000213","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843524","5.15.1.1.2","38735","","","","0"
"2020-07","New Brunswick","2021A000213","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843524","5.15.1.1.2","39619","","","","0"
"2020-08","New Brunswick","2021A000213","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843524","5.15.1.1.2","19540","","","","0"
"2020-09","New Brunswick","2021A000213","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843524","5.15.1.1.2","33641","","","","0"
"2020-10","New Brunswick","2021A000213","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843524","5.15.1.1.2","35744","","","","0"
"2020-11","New Brunswick","2021A000213","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843524","5.15.1.1.2","62877","","","","0"
"2020-12","New Brunswick","2021A000213","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843524","5.15.1.1.2","41456","","","","0"
"2021-01","New Brunswick","2021A000213","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843524","5.15.1.1.2","74458","","","","0"
"2021-02","New Brunswick","2021A000213","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843524","5.15.1.1.2","27878","","","","0"
"2021-03","New Brunswick","2021A000213","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843524","5.15.1.1.2","32238","","","","0"
"2021-04","New Brunswick","2021A000213","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843524","5.15.1.1.2","57152","","","","0"
"2021-05","New Brunswick","2021A000213","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843524","5.15.1.1.2","20483","","","","0"
"2021-06","New Brunswick","2021A000213","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843524","5.15.1.1.2","34645","","","","0"
"2021-07","New Brunswick","2021A000213","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843524","5.15.1.1.2","43755","","","","0"
"2021-08","New Brunswick","2021A000213","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843524","5.15.1.1.2","39870","","","","0"
"2021-09","New Brunswick","2021A000213","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843524","5.15.1.1.2","20367","","","","0"
"2021-10","New Brunswick","2021A000213","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843524","5.15.1.1.2","55074","","","","0"
"2021-11","New Brunswick","2021A000213","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843524","5.15.1.1.2","48860","","","","0"
"2021-12","New Brunswick","2021A000213","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843524","5.15.1.1.2","50972","","","","0"
"2022-01","New Brunswick","2021A000213","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843524","5.15.1.1.2","34291","","","","0"
"2022-02","New Brunswick","2021A000213","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843524","5.15.1.1.2","67492","","","","0"
"2022-03","New Brunswick","2021A000213","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843524","5.15.1.1.2","53254","","","","0"
"2022-04","New Brunswick","2021A000213","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843524","5.15.1.1.2","51938","","","","0"
"2022-05","New Brunswick","2021A000213","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843524","5.15.1.1.2","65775","","","","0"
"2022-06","New Brunswick","2021A000213","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843524","5.15.1.1.2","56189","","","","0"
"2022-07","New Brunswick","2021A000213","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843524","5.15.1.1.2","45962","","","","0"
"2022-08","New Brunswick","2021A000213","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843524","5.15.1.1.2","36979","","","","0"
"2022-09","New Brunswick","2021A000213","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843524","5.15.1.1.2","70607","","","","0"
"2022-10","New Brunswick","2021A000213","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843524","5.15.1.1.2","61494","","","","0"
"2022-11","New Brunswick","2021A000213","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843524","5.15.1.1.2","28924","","","","0"
"2022-12","New Brunswick","2021A000213","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843524","5.15.1.1.2","32270","","","","0"
"2023-01","New Brunswick","2021A000213","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843524","5.15.1.1.2","17436","","","","0"
"2023-02","New Brunswick","2021A000213","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843524","5.15.1.1.2","38282","","","","0"
"2023-03","New Brunswick","2021A000213","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843524","5.15.1.1.2","47783","","","","0"
"2023-04","New Brunswick","2021A000213","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843524","5.15.1.1.2","39672","","","","0"
"2023-05","New Brunswick","2021A000213","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843524","5.15.1.1.2","59912","","","","0"
"2023-06","New Brunswick","2021A000213","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843524","5.15.1.1.2","45054","","","","0"
"2023-07","New Brunswick","2021A000213","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843524","5.15.1.1.2","55412","","","","0"
"2023-08","New Brunswick","2021A000213","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843524","5.15.1.1.2","68615","","","","0"
"2023-09","New Brunswick","2021A000213","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843524","5.15.1.1.2","47190","","","","0"
"2023-10","New Brunswick","2021A000213","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843524","5.15.1.1.2","38512","","","","0"
"2023-11","New Brunswick","2021A000213","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843524","5.15.1.1.2","78636","","","","0"
"2023-12","New Brunswick","2021A000213","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843524","5.15.1.1.2","121658","","","","0"
"2024-01","New Brunswick","2021A000213","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843524","5.15.1.1.2","67942","","","","0"
"2024-02","New Brunswick","2021A000213","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843524","5.15.1.1.2","51917","","","","0"
"2024-03","New Brunswick","2021A000213","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843524","5.15.1.1.2","58075","","","","0"
"2024-04","New Brunswick","2021A000213","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843524","5.15.1.1.2","60214","","","","0"
"2024-05","New Brunswick","2021A000213","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843524","5.15.1.1.2","50328","","","","0"
"2024-06","New Brunswick","2021A000213","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843524","5.15.1.1.2","56501","","","","0"
"2024-07","New Brunswick","2021A000213","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843524","5.15.1.1.2","70883","","","","0"
"2024-08","New Brunswick","2021A000213","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843524","5.15.1.1.2","64853","","","","0"
"2024-09","New Brunswick","2021A000213","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843524","5.15.1.1.2","75671","","","","0"
"2024-10","New Brunswick","2021A000213","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843524","5.15.1.1.2","52290","","","","0"
"2024-11","New Brunswick","2021A000213","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843524","5.15.1.1.2","54005","","","","0"
"2024-12","New Brunswick","2021A000213","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843524","5.15.1.1.2","32138","","","","0"
"2025-01","New Brunswick","2021A000213","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843524","5.15.1.1.2","208908","","","","0"
"2025-02","New Brunswick","2021A000213","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843524","5.15.1.1.2","100641","","","","0"
"2025-03","New Brunswick","2021A000213","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843524","5.15.1.1.2","68967","","","","0"
"2020-01","New Brunswick","2021A000213","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843525","5.33.1.1.2","27774","","","","0"
"2020-02","New Brunswick","2021A000213","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843525","5.33.1.1.2","27509","","","","0"
"2020-03","New Brunswick","2021A000213","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843525","5.33.1.1.2","22598","","","","0"
"2020-04","New Brunswick","2021A000213","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843525","5.33.1.1.2","20978","","","","0"
"2020-05","New Brunswick","2021A000213","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843525","5.33.1.1.2","13747","","","","0"
"2020-06","New Brunswick","2021A000213","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843525","5.33.1.1.2","28520","","","","0"
"2020-07","New Brunswick","2021A000213","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843525","5.33.1.1.2","39525","","","","0"
"2020-08","New Brunswick","2021A000213","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843525","5.33.1.1.2","39235","","","","0"
"2020-09","New Brunswick","2021A000213","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843525","5.33.1.1.2","39806","","","","0"
"2020-10","New Brunswick","2021A000213","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843525","5.33.1.1.2","50234","","","","0"
"2020-11","New Brunswick","2021A000213","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843525","5.33.1.1.2","40649","","","","0"
"2020-12","New Brunswick","2021A000213","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843525","5.33.1.1.2","55524","","","","0"
"2021-01","New Brunswick","2021A000213","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843525","5.33.1.1.2","35063","","","","0"
"2021-02","New Brunswick","2021A000213","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843525","5.33.1.1.2","30238","","","","0"
"2021-03","New Brunswick","2021A000213","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843525","5.33.1.1.2","26835","","","","0"
"2021-04","New Brunswick","2021A000213","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843525","5.33.1.1.2","32264","","","","0"
"2021-05","New Brunswick","2021A000213","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843525","5.33.1.1.2","38102","","","","0"
"2021-06","New Brunswick","2021A000213","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843525","5.33.1.1.2","44251","","","","0"
"2021-07","New Brunswick","2021A000213","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843525","5.33.1.1.2","35993","","","","0"
"2021-08","New Brunswick","2021A000213","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843525","5.33.1.1.2","21074","","","","0"
"2021-09","New Brunswick","2021A000213","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843525","5.33.1.1.2","50067","","","","0"
"2021-10","New Brunswick","2021A000213","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843525","5.33.1.1.2","27923","","","","0"
"2021-11","New Brunswick","2021A000213","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843525","5.33.1.1.2","27658","","","","0"
"2021-12","New Brunswick","2021A000213","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843525","5.33.1.1.2","25252","","","","0"
"2022-01","New Brunswick","2021A000213","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843525","5.33.1.1.2","30298","","","","0"
"2022-02","New Brunswick","2021A000213","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843525","5.33.1.1.2","42831","","","","0"
"2022-03","New Brunswick","2021A000213","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843525","5.33.1.1.2","50358","","","","0"
"2022-04","New Brunswick","2021A000213","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843525","5.33.1.1.2","37200","","","","0"
"2022-05","New Brunswick","2021A000213","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843525","5.33.1.1.2","45567","","","","0"
"2022-06","New Brunswick","2021A000213","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843525","5.33.1.1.2","40400","","","","0"
"2022-07","New Brunswick","2021A000213","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843525","5.33.1.1.2","30997","","","","0"
"2022-08","New Brunswick","2021A000213","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843525","5.33.1.1.2","35171","","","","0"
"2022-09","New Brunswick","2021A000213","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843525","5.33.1.1.2","45374","","","","0"
"2022-10","New Brunswick","2021A000213","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843525","5.33.1.1.2","49758","","","","0"
"2022-11","New Brunswick","2021A000213","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843525","5.33.1.1.2","53803","","","","0"
"2022-12","New Brunswick","2021A000213","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843525","5.33.1.1.2","56583","","","","0"
"2023-01","New Brunswick","2021A000213","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843525","5.33.1.1.2","40633","","","","0"
"2023-02","New Brunswick","2021A000213","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843525","5.33.1.1.2","45042","","","","0"
"2023-03","New Brunswick","2021A000213","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843525","5.33.1.1.2","40681","","","","0"
"2023-04","New Brunswick","2021A000213","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843525","5.33.1.1.2","51549","","","","0"
"2023-05","New Brunswick","2021A000213","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843525","5.33.1.1.2","47737","","","","0"
"2023-06","New Brunswick","2021A000213","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843525","5.33.1.1.2","49476","","","","0"
"2023-07","New Brunswick","2021A000213","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843525","5.33.1.1.2","58251","","","","0"
"2023-08","New Brunswick","2021A000213","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843525","5.33.1.1.2","65911","","","","0"
"2023-09","New Brunswick","2021A000213","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843525","5.33.1.1.2","46126","","","","0"
"2023-10","New Brunswick","2021A000213","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843525","5.33.1.1.2","69050","","","","0"
"2023-11","New Brunswick","2021A000213","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843525","5.33.1.1.2","65848","","","","0"
"2023-12","New Brunswick","2021A000213","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843525","5.33.1.1.2","38373","","","","0"
"2024-01","New Brunswick","2021A000213","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843525","5.33.1.1.2","61685","","","","0"
"2024-02","New Brunswick","2021A000213","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843525","5.33.1.1.2","83308","","","","0"
"2024-03","New Brunswick","2021A000213","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843525","5.33.1.1.2","97169","","","","0"
"2024-04","New Brunswick","2021A000213","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843525","5.33.1.1.2","100079","","","","0"
"2024-05","New Brunswick","2021A000213","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843525","5.33.1.1.2","97909","","","","0"
"2024-06","New Brunswick","2021A000213","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843525","5.33.1.1.2","47738","","","","0"
"2024-07","New Brunswick","2021A000213","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843525","5.33.1.1.2","70785","","","","0"
"2024-08","New Brunswick","2021A000213","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843525","5.33.1.1.2","84798","","","","0"
"2024-09","New Brunswick","2021A000213","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843525","5.33.1.1.2","64552","","","","0"
"2024-10","New Brunswick","2021A000213","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843525","5.33.1.1.2","42636","","","","0"
"2024-11","New Brunswick","2021A000213","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843525","5.33.1.1.2","43865","","","","0"
