"REF_DATE","GEO","DGUID","Type of building","Type of work","Variables","Seasonal adjustment, value type","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2023-04","Yukon","2021A000260","Total institutional and governmental","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843584","12.73.1.1.2","10207","","","","0"
"2023-05","Yukon","2021A000260","Total institutional and governmental","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843584","12.73.1.1.2","600","","","","0"
"2023-06","Yukon","2021A000260","Total institutional and governmental","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843584","12.73.1.1.2","15100","","","","0"
"2023-07","Yukon","2021A000260","Total institutional and governmental","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843584","12.73.1.1.2","4244","","","","0"
"2023-08","Yukon","2021A000260","Total institutional and governmental","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843584","12.73.1.1.2","4426","","","","0"
"2023-09","Yukon","2021A000260","Total institutional and governmental","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843584","12.73.1.1.2","5","","","","0"
"2023-10","Yukon","2021A000260","Total institutional and governmental","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843584","12.73.1.1.2","60","","","","0"
"2023-11","Yukon","2021A000260","Total institutional and governmental","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843584","12.73.1.1.2","650","","","","0"
"2023-12","Yukon","2021A000260","Total institutional and governmental","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843584","12.73.1.1.2","600","","","","0"
"2024-01","Yukon","2021A000260","Total institutional and governmental","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843584","12.73.1.1.2","0","","","","0"
"2024-02","Yukon","2021A000260","Total institutional and governmental","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843584","12.73.1.1.2","0","","","","0"
"2024-03","Yukon","2021A000260","Total institutional and governmental","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843584","12.73.1.1.2","352","","","","0"
"2024-04","Yukon","2021A000260","Total institutional and governmental","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843584","12.73.1.1.2","425","","","","0"
"2024-05","Yukon","2021A000260","Total institutional and governmental","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843584","12.73.1.1.2","6101","","","","0"
"2024-06","Yukon","2021A000260","Total institutional and governmental","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843584","12.73.1.1.2","2457","","","","0"
"2024-07","Yukon","2021A000260","Total institutional and governmental","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843584","12.73.1.1.2","250","","","","0"
"2024-08","Yukon","2021A000260","Total institutional and governmental","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843584","12.73.1.1.2","540","","","","0"
"2024-09","Yukon","2021A000260","Total institutional and governmental","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843584","12.73.1.1.2","35840","","","","0"
"2024-10","Yukon","2021A000260","Total institutional and governmental","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843584","12.73.1.1.2","0","","","","0"
"2024-11","Yukon","2021A000260","Total institutional and governmental","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843584","12.73.1.1.2","0","","","","0"
"2024-12","Yukon","2021A000260","Total institutional and governmental","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843584","12.73.1.1.2","0","","","","0"
"2025-01","Yukon","2021A000260","Total institutional and governmental","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843584","12.73.1.1.2","0","","","","0"
"2025-02","Yukon","2021A000260","Total institutional and governmental","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843584","12.73.1.1.2","506","","","","0"
"2025-03","Yukon","2021A000260","Total institutional and governmental","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843584","12.73.1.1.2","500","","","","0"
"2020-01","Northwest Territories","2021A000261","Total residential and non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843585","13.1.1.1.2","1927","","","","0"
"2020-02","Northwest Territories","2021A000261","Total residential and non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843585","13.1.1.1.2","13065","","","","0"
"2020-03","Northwest Territories","2021A000261","Total residential and non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843585","13.1.1.1.2","1789","","","","0"
"2020-04","Northwest Territories","2021A000261","Total residential and non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843585","13.1.1.1.2","1814","","","","0"
"2020-05","Northwest Territories","2021A000261","Total residential and non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843585","13.1.1.1.2","5457","","","","0"
"2020-06","Northwest Territories","2021A000261","Total residential and non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843585","13.1.1.1.2","3962","","","","0"
"2020-07","Northwest Territories","2021A000261","Total residential and non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843585","13.1.1.1.2","6884","","","","0"
"2020-08","Northwest Territories","2021A000261","Total residential and non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843585","13.1.1.1.2","1844","","","","0"
"2020-09","Northwest Territories","2021A000261","Total residential and non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843585","13.1.1.1.2","2967","","","","0"
"2020-10","Northwest Territories","2021A000261","Total residential and non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843585","13.1.1.1.2","15879","","","","0"
"2020-11","Northwest Territories","2021A000261","Total residential and non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843585","13.1.1.1.2","5538","","","","0"
"2020-12","Northwest Territories","2021A000261","Total residential and non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843585","13.1.1.1.2","1334","","","","0"
"2021-01","Northwest Territories","2021A000261","Total residential and non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843585","13.1.1.1.2","5462","","","","0"
"2021-02","Northwest Territories","2021A000261","Total residential and non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843585","13.1.1.1.2","1464","","","","0"
"2021-03","Northwest Territories","2021A000261","Total residential and non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843585","13.1.1.1.2","16190","","","","0"
"2021-04","Northwest Territories","2021A000261","Total residential and non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843585","13.1.1.1.2","1408","","","","0"
"2021-05","Northwest Territories","2021A000261","Total residential and non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843585","13.1.1.1.2","18766","","","","0"
"2021-06","Northwest Territories","2021A000261","Total residential and non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843585","13.1.1.1.2","7281","","","","0"
"2021-07","Northwest Territories","2021A000261","Total residential and non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843585","13.1.1.1.2","9304","","","","0"
"2021-08","Northwest Territories","2021A000261","Total residential and non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843585","13.1.1.1.2","10215","E","","","0"
"2021-09","Northwest Territories","2021A000261","Total residential and non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843585","13.1.1.1.2","3595","","","","0"
"2021-10","Northwest Territories","2021A000261","Total residential and non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843585","13.1.1.1.2","3126","","","","0"
"2021-11","Northwest Territories","2021A000261","Total residential and non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843585","13.1.1.1.2","1139","","","","0"
"2021-12","Northwest Territories","2021A000261","Total residential and non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843585","13.1.1.1.2","22585","","","","0"
"2022-01","Northwest Territories","2021A000261","Total residential and non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843585","13.1.1.1.2","1241","","","","0"
"2022-02","Northwest Territories","2021A000261","Total residential and non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843585","13.1.1.1.2","5930","","","","0"
"2022-03","Northwest Territories","2021A000261","Total residential and non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843585","13.1.1.1.2","904","","","","0"
"2022-04","Northwest Territories","2021A000261","Total residential and non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843585","13.1.1.1.2","12487","","","","0"
"2022-05","Northwest Territories","2021A000261","Total residential and non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843585","13.1.1.1.2","4971","","","","0"
"2022-06","Northwest Territories","2021A000261","Total residential and non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843585","13.1.1.1.2","4951","","","","0"
"2022-07","Northwest Territories","2021A000261","Total residential and non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843585","13.1.1.1.2","601","","","","0"
"2022-08","Northwest Territories","2021A000261","Total residential and non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843585","13.1.1.1.2","6626","","","","0"
"2022-09","Northwest Territories","2021A000261","Total residential and non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843585","13.1.1.1.2","17685","","","","0"
"2022-10","Northwest Territories","2021A000261","Total residential and non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843585","13.1.1.1.2","14730","","","","0"
"2022-11","Northwest Territories","2021A000261","Total residential and non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843585","13.1.1.1.2","8192","","","","0"
"2022-12","Northwest Territories","2021A000261","Total residential and non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843585","13.1.1.1.2","1075","","","","0"
"2023-01","Northwest Territories","2021A000261","Total residential and non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843585","13.1.1.1.2","3436","","","","0"
"2023-02","Northwest Territories","2021A000261","Total residential and non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843585","13.1.1.1.2","2276","","","","0"
"2023-03","Northwest Territories","2021A000261","Total residential and non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843585","13.1.1.1.2","54892","","","","0"
"2023-04","Northwest Territories","2021A000261","Total residential and non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843585","13.1.1.1.2","9606","","","","0"
"2023-05","Northwest Territories","2021A000261","Total residential and non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843585","13.1.1.1.2","15095","","","","0"
"2023-06","Northwest Territories","2021A000261","Total residential and non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843585","13.1.1.1.2","2137","","","","0"
"2023-07","Northwest Territories","2021A000261","Total residential and non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843585","13.1.1.1.2","6073","","","","0"
"2023-08","Northwest Territories","2021A000261","Total residential and non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843585","13.1.1.1.2","235","","","","0"
"2023-09","Northwest Territories","2021A000261","Total residential and non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843585","13.1.1.1.2","6924","","","","0"
"2023-10","Northwest Territories","2021A000261","Total residential and non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843585","13.1.1.1.2","2289","","","","0"
"2023-11","Northwest Territories","2021A000261","Total residential and non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843585","13.1.1.1.2","4597","","","","0"
"2023-12","Northwest Territories","2021A000261","Total residential and non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843585","13.1.1.1.2","1369","","","","0"
"2024-01","Northwest Territories","2021A000261","Total residential and non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843585","13.1.1.1.2","1773","","","","0"
"2024-02","Northwest Territories","2021A000261","Total residential and non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843585","13.1.1.1.2","11158","","","","0"
"2024-03","Northwest Territories","2021A000261","Total residential and non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843585","13.1.1.1.2","2577","","","","0"
"2024-04","Northwest Territories","2021A000261","Total residential and non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843585","13.1.1.1.2","2079","","","","0"
"2024-05","Northwest Territories","2021A000261","Total residential and non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843585","13.1.1.1.2","9930","","","","0"
"2024-06","Northwest Territories","2021A000261","Total residential and non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843585","13.1.1.1.2","5205","","","","0"
"2024-07","Northwest Territories","2021A000261","Total residential and non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843585","13.1.1.1.2","9754","","","","0"
"2024-08","Northwest Territories","2021A000261","Total residential and non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843585","13.1.1.1.2","2584","","","","0"
"2024-09","Northwest Territories","2021A000261","Total residential and non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843585","13.1.1.1.2","14247","","","","0"
"2024-10","Northwest Territories","2021A000261","Total residential and non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843585","13.1.1.1.2","4833","","","","0"
"2024-11","Northwest Territories","2021A000261","Total residential and non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843585","13.1.1.1.2","1582","","","","0"
"2024-12","Northwest Territories","2021A000261","Total residential and non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843585","13.1.1.1.2","1488","","","","0"
"2025-01","Northwest Territories","2021A000261","Total residential and non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843585","13.1.1.1.2","780","","","","0"
"2025-02","Northwest Territories","2021A000261","Total residential and non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843585","13.1.1.1.2","2669","","","","0"
"2025-03","Northwest Territories","2021A000261","Total residential and non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843585","13.1.1.1.2","1331","","","","0"
"2020-01","Northwest Territories","2021A000261","Total residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843586","13.4.1.1.2","1859","","","","0"
"2020-02","Northwest Territories","2021A000261","Total residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843586","13.4.1.1.2","5054","","","","0"
"2020-03","Northwest Territories","2021A000261","Total residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843586","13.4.1.1.2","1614","","","","0"
"2020-04","Northwest Territories","2021A000261","Total residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843586","13.4.1.1.2","894","","","","0"
"2020-05","Northwest Territories","2021A000261","Total residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843586","13.4.1.1.2","2622","","","","0"
"2020-06","Northwest Territories","2021A000261","Total residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843586","13.4.1.1.2","1179","","","","0"
"2020-07","Northwest Territories","2021A000261","Total residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843586","13.4.1.1.2","3403","","","","0"
"2020-08","Northwest Territories","2021A000261","Total residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843586","13.4.1.1.2","1219","","","","0"
"2020-09","Northwest Territories","2021A000261","Total residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843586","13.4.1.1.2","1721","","","","0"
"2020-10","Northwest Territories","2021A000261","Total residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843586","13.4.1.1.2","2558","","","","0"
"2020-11","Northwest Territories","2021A000261","Total residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843586","13.4.1.1.2","4903","","","","0"
"2020-12","Northwest Territories","2021A000261","Total residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843586","13.4.1.1.2","1007","","","","0"
"2021-01","Northwest Territories","2021A000261","Total residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843586","13.4.1.1.2","1429","","","","0"
"2021-02","Northwest Territories","2021A000261","Total residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843586","13.4.1.1.2","1231","","","","0"
"2021-03","Northwest Territories","2021A000261","Total residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843586","13.4.1.1.2","13463","","","","0"
"2021-04","Northwest Territories","2021A000261","Total residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843586","13.4.1.1.2","1177","","","","0"
"2021-05","Northwest Territories","2021A000261","Total residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843586","13.4.1.1.2","7065","","","","0"
"2021-06","Northwest Territories","2021A000261","Total residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843586","13.4.1.1.2","6369","","","","0"
"2021-07","Northwest Territories","2021A000261","Total residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843586","13.4.1.1.2","8447","","","","0"
"2021-08","Northwest Territories","2021A000261","Total residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843586","13.4.1.1.2","8595","E","","","0"
"2021-09","Northwest Territories","2021A000261","Total residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843586","13.4.1.1.2","1167","","","","0"
"2021-10","Northwest Territories","2021A000261","Total residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843586","13.4.1.1.2","1052","","","","0"
"2021-11","Northwest Territories","2021A000261","Total residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843586","13.4.1.1.2","732","","","","0"
"2021-12","Northwest Territories","2021A000261","Total residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843586","13.4.1.1.2","1029","","","","0"
"2022-01","Northwest Territories","2021A000261","Total residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843586","13.4.1.1.2","814","","","","0"
"2022-02","Northwest Territories","2021A000261","Total residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843586","13.4.1.1.2","4390","","","","0"
"2022-03","Northwest Territories","2021A000261","Total residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843586","13.4.1.1.2","632","","","","0"
"2022-04","Northwest Territories","2021A000261","Total residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843586","13.4.1.1.2","10611","","","","0"
"2022-05","Northwest Territories","2021A000261","Total residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843586","13.4.1.1.2","1441","","","","0"
"2022-06","Northwest Territories","2021A000261","Total residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843586","13.4.1.1.2","3037","","","","0"
"2022-07","Northwest Territories","2021A000261","Total residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843586","13.4.1.1.2","64","","","","0"
"2022-08","Northwest Territories","2021A000261","Total residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843586","13.4.1.1.2","554","","","","0"
"2022-09","Northwest Territories","2021A000261","Total residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843586","13.4.1.1.2","13429","","","","0"
"2022-10","Northwest Territories","2021A000261","Total residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843586","13.4.1.1.2","12698","","","","0"
"2022-11","Northwest Territories","2021A000261","Total residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843586","13.4.1.1.2","8117","","","","0"
"2022-12","Northwest Territories","2021A000261","Total residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843586","13.4.1.1.2","697","","","","0"
"2023-01","Northwest Territories","2021A000261","Total residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843586","13.4.1.1.2","878","","","","0"
"2023-02","Northwest Territories","2021A000261","Total residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843586","13.4.1.1.2","2021","","","","0"
"2023-03","Northwest Territories","2021A000261","Total residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843586","13.4.1.1.2","1793","","","","0"
"2023-04","Northwest Territories","2021A000261","Total residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843586","13.4.1.1.2","593","","","","0"
"2023-05","Northwest Territories","2021A000261","Total residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843586","13.4.1.1.2","14313","","","","0"
"2023-06","Northwest Territories","2021A000261","Total residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843586","13.4.1.1.2","764","","","","0"
"2023-07","Northwest Territories","2021A000261","Total residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843586","13.4.1.1.2","998","","","","0"
"2023-08","Northwest Territories","2021A000261","Total residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843586","13.4.1.1.2","0","","","","0"
"2023-09","Northwest Territories","2021A000261","Total residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843586","13.4.1.1.2","508","","","","0"
"2023-10","Northwest Territories","2021A000261","Total residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843586","13.4.1.1.2","1646","","","","0"
"2023-11","Northwest Territories","2021A000261","Total residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843586","13.4.1.1.2","1516","","","","0"
"2023-12","Northwest Territories","2021A000261","Total residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843586","13.4.1.1.2","460","","","","0"
"2024-01","Northwest Territories","2021A000261","Total residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843586","13.4.1.1.2","1182","","","","0"
"2024-02","Northwest Territories","2021A000261","Total residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843586","13.4.1.1.2","7927","","","","0"
"2024-03","Northwest Territories","2021A000261","Total residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843586","13.4.1.1.2","1687","","","","0"
"2024-04","Northwest Territories","2021A000261","Total residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843586","13.4.1.1.2","1544","","","","0"
"2024-05","Northwest Territories","2021A000261","Total residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843586","13.4.1.1.2","5223","","","","0"
"2024-06","Northwest Territories","2021A000261","Total residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843586","13.4.1.1.2","3521","","","","0"
"2024-07","Northwest Territories","2021A000261","Total residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843586","13.4.1.1.2","8855","","","","0"
"2024-08","Northwest Territories","2021A000261","Total residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843586","13.4.1.1.2","2314","","","","0"
"2024-09","Northwest Territories","2021A000261","Total residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843586","13.4.1.1.2","915","","","","0"
"2024-10","Northwest Territories","2021A000261","Total residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843586","13.4.1.1.2","4399","","","","0"
"2024-11","Northwest Territories","2021A000261","Total residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843586","13.4.1.1.2","1389","","","","0"
"2024-12","Northwest Territories","2021A000261","Total residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843586","13.4.1.1.2","1453","","","","0"
"2025-01","Northwest Territories","2021A000261","Total residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843586","13.4.1.1.2","775","","","","0"
"2025-02","Northwest Territories","2021A000261","Total residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843586","13.4.1.1.2","914","","","","0"
"2025-03","Northwest Territories","2021A000261","Total residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843586","13.4.1.1.2","798","","","","0"
"2020-01","Northwest Territories","2021A000261","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843587","13.7.1.1.2","1859","","","","0"
"2020-02","Northwest Territories","2021A000261","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843587","13.7.1.1.2","1834","","","","0"
"2020-03","Northwest Territories","2021A000261","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843587","13.7.1.1.2","1614","","","","0"
