"REF_DATE","GEO","DGUID","Seasonal adjustment","Industries","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2012-10","Canada","2016A000011124","Seasonally adjusted","Food and beverage services","Jobs","190","thousands","3","v81668","1.2.11","191.8","","","","1"
"2013-01","Canada","2016A000011124","Seasonally adjusted","Food and beverage services","Jobs","190","thousands","3","v81668","1.2.11","194.1","","","","1"
"2013-04","Canada","2016A000011124","Seasonally adjusted","Food and beverage services","Jobs","190","thousands","3","v81668","1.2.11","196.2","","","","1"
"2013-07","Canada","2016A000011124","Seasonally adjusted","Food and beverage services","Jobs","190","thousands","3","v81668","1.2.11","198.6","","","","1"
"2013-10","Canada","2016A000011124","Seasonally adjusted","Food and beverage services","Jobs","190","thousands","3","v81668","1.2.11","198.5","","","","1"
"2014-01","Canada","2016A000011124","Seasonally adjusted","Food and beverage services","Jobs","190","thousands","3","v81668","1.2.11","198.9","","","","1"
"2014-04","Canada","2016A000011124","Seasonally adjusted","Food and beverage services","Jobs","190","thousands","3","v81668","1.2.11","202.5","","","","1"
"2014-07","Canada","2016A000011124","Seasonally adjusted","Food and beverage services","Jobs","190","thousands","3","v81668","1.2.11","203.8","","","","1"
"2014-10","Canada","2016A000011124","Seasonally adjusted","Food and beverage services","Jobs","190","thousands","3","v81668","1.2.11","203.4","","","","1"
"2015-01","Canada","2016A000011124","Seasonally adjusted","Food and beverage services","Jobs","190","thousands","3","v81668","1.2.11","201.7","","","","1"
"2015-04","Canada","2016A000011124","Seasonally adjusted","Food and beverage services","Jobs","190","thousands","3","v81668","1.2.11","204.7","","","","1"
"2015-07","Canada","2016A000011124","Seasonally adjusted","Food and beverage services","Jobs","190","thousands","3","v81668","1.2.11","205.9","","","","1"
"2015-10","Canada","2016A000011124","Seasonally adjusted","Food and beverage services","Jobs","190","thousands","3","v81668","1.2.11","206.5","","","","1"
"2016-01","Canada","2016A000011124","Seasonally adjusted","Food and beverage services","Jobs","190","thousands","3","v81668","1.2.11","208.8","","","","1"
"2016-04","Canada","2016A000011124","Seasonally adjusted","Food and beverage services","Jobs","190","thousands","3","v81668","1.2.11","209.9","","","","1"
"2016-07","Canada","2016A000011124","Seasonally adjusted","Food and beverage services","Jobs","190","thousands","3","v81668","1.2.11","211.6","","","","1"
"2016-10","Canada","2016A000011124","Seasonally adjusted","Food and beverage services","Jobs","190","thousands","3","v81668","1.2.11","210.1","","","","1"
"2017-01","Canada","2016A000011124","Seasonally adjusted","Food and beverage services","Jobs","190","thousands","3","v81668","1.2.11","210.2","","","","1"
"2017-04","Canada","2016A000011124","Seasonally adjusted","Food and beverage services","Jobs","190","thousands","3","v81668","1.2.11","211.1","","","","1"
"2017-07","Canada","2016A000011124","Seasonally adjusted","Food and beverage services","Jobs","190","thousands","3","v81668","1.2.11","212.9","","","","1"
"2017-10","Canada","2016A000011124","Seasonally adjusted","Food and beverage services","Jobs","190","thousands","3","v81668","1.2.11","212.8","","","","1"
"2018-01","Canada","2016A000011124","Seasonally adjusted","Food and beverage services","Jobs","190","thousands","3","v81668","1.2.11","212.2","","","","1"
"2018-04","Canada","2016A000011124","Seasonally adjusted","Food and beverage services","Jobs","190","thousands","3","v81668","1.2.11","213.9","","","","1"
"2018-07","Canada","2016A000011124","Seasonally adjusted","Food and beverage services","Jobs","190","thousands","3","v81668","1.2.11","216.1","","","","1"
"2018-10","Canada","2016A000011124","Seasonally adjusted","Food and beverage services","Jobs","190","thousands","3","v81668","1.2.11","217.6","","","","1"
"2019-01","Canada","2016A000011124","Seasonally adjusted","Food and beverage services","Jobs","190","thousands","3","v81668","1.2.11","218.4","","","","1"
"2019-04","Canada","2016A000011124","Seasonally adjusted","Food and beverage services","Jobs","190","thousands","3","v81668","1.2.11","219.9","","","","1"
"2019-07","Canada","2016A000011124","Seasonally adjusted","Food and beverage services","Jobs","190","thousands","3","v81668","1.2.11","219.4","","","","1"
"2019-10","Canada","2016A000011124","Seasonally adjusted","Food and beverage services","Jobs","190","thousands","3","v81668","1.2.11","220.3","","","","1"
"2020-01","Canada","2016A000011124","Seasonally adjusted","Food and beverage services","Jobs","190","thousands","3","v81668","1.2.11","203.9","","","","1"
"2020-04","Canada","2016A000011124","Seasonally adjusted","Food and beverage services","Jobs","190","thousands","3","v81668","1.2.11","97.9","","","","1"
"2020-07","Canada","2016A000011124","Seasonally adjusted","Food and beverage services","Jobs","190","thousands","3","v81668","1.2.11","141.0","","","","1"
"2020-10","Canada","2016A000011124","Seasonally adjusted","Food and beverage services","Jobs","190","thousands","3","v81668","1.2.11","142.1","","","","1"
"2021-01","Canada","2016A000011124","Seasonally adjusted","Food and beverage services","Jobs","190","thousands","3","v81668","1.2.11","139.8","","","","1"
"2021-04","Canada","2016A000011124","Seasonally adjusted","Food and beverage services","Jobs","190","thousands","3","v81668","1.2.11","145.8","","","","1"
"2021-07","Canada","2016A000011124","Seasonally adjusted","Food and beverage services","Jobs","190","thousands","3","v81668","1.2.11","180.5","","","","1"
"2021-10","Canada","2016A000011124","Seasonally adjusted","Food and beverage services","Jobs","190","thousands","3","v81668","1.2.11","193.7","","","","1"
"2022-01","Canada","2016A000011124","Seasonally adjusted","Food and beverage services","Jobs","190","thousands","3","v81668","1.2.11","192.1","","","","1"
"2022-04","Canada","2016A000011124","Seasonally adjusted","Food and beverage services","Jobs","190","thousands","3","v81668","1.2.11","211.4","","","","1"
"2022-07","Canada","2016A000011124","Seasonally adjusted","Food and beverage services","Jobs","190","thousands","3","v81668","1.2.11","217.7","","","","1"
"2022-10","Canada","2016A000011124","Seasonally adjusted","Food and beverage services","Jobs","190","thousands","3","v81668","1.2.11","220.2","","","","1"
"2023-01","Canada","2016A000011124","Seasonally adjusted","Food and beverage services","Jobs","190","thousands","3","v81668","1.2.11","226.3","","","","1"
"2023-04","Canada","2016A000011124","Seasonally adjusted","Food and beverage services","Jobs","190","thousands","3","v81668","1.2.11","226.8","","","","1"
"2023-07","Canada","2016A000011124","Seasonally adjusted","Food and beverage services","Jobs","190","thousands","3","v81668","1.2.11","225.7","","","","1"
"2023-10","Canada","2016A000011124","Seasonally adjusted","Food and beverage services","Jobs","190","thousands","3","v81668","1.2.11","226.7","","","","1"
"2024-01","Canada","2016A000011124","Seasonally adjusted","Food and beverage services","Jobs","190","thousands","3","v81668","1.2.11","226.6","","","","1"
"2024-04","Canada","2016A000011124","Seasonally adjusted","Food and beverage services","Jobs","190","thousands","3","v81668","1.2.11","226.8","","","","1"
"2024-07","Canada","2016A000011124","Seasonally adjusted","Food and beverage services","Jobs","190","thousands","3","v81668","1.2.11","225.4","","","","1"
"2024-10","Canada","2016A000011124","Seasonally adjusted","Food and beverage services","Jobs","190","thousands","3","v81668","1.2.11","227.4","","","","1"
"2025-01","Canada","2016A000011124","Seasonally adjusted","Food and beverage services","Jobs","190","thousands","3","v81668","1.2.11","228.8","","","","1"
"2010-01","Canada","2016A000011124","Seasonally adjusted","Other tourism industries","Jobs","190","thousands","3","v81669","1.2.12","120.4","","","","1"
"2010-04","Canada","2016A000011124","Seasonally adjusted","Other tourism industries","Jobs","190","thousands","3","v81669","1.2.12","117.6","","","","1"
"2010-07","Canada","2016A000011124","Seasonally adjusted","Other tourism industries","Jobs","190","thousands","3","v81669","1.2.12","117.8","","","","1"
"2010-10","Canada","2016A000011124","Seasonally adjusted","Other tourism industries","Jobs","190","thousands","3","v81669","1.2.12","117.0","","","","1"
"2011-01","Canada","2016A000011124","Seasonally adjusted","Other tourism industries","Jobs","190","thousands","3","v81669","1.2.12","118.3","","","","1"
"2011-04","Canada","2016A000011124","Seasonally adjusted","Other tourism industries","Jobs","190","thousands","3","v81669","1.2.12","118.4","","","","1"
"2011-07","Canada","2016A000011124","Seasonally adjusted","Other tourism industries","Jobs","190","thousands","3","v81669","1.2.12","119.6","","","","1"
"2011-10","Canada","2016A000011124","Seasonally adjusted","Other tourism industries","Jobs","190","thousands","3","v81669","1.2.12","120.0","","","","1"
"2012-01","Canada","2016A000011124","Seasonally adjusted","Other tourism industries","Jobs","190","thousands","3","v81669","1.2.12","120.2","","","","1"
"2012-04","Canada","2016A000011124","Seasonally adjusted","Other tourism industries","Jobs","190","thousands","3","v81669","1.2.12","120.0","","","","1"
"2012-07","Canada","2016A000011124","Seasonally adjusted","Other tourism industries","Jobs","190","thousands","3","v81669","1.2.12","119.7","","","","1"
"2012-10","Canada","2016A000011124","Seasonally adjusted","Other tourism industries","Jobs","190","thousands","3","v81669","1.2.12","118.5","","","","1"
"2013-01","Canada","2016A000011124","Seasonally adjusted","Other tourism industries","Jobs","190","thousands","3","v81669","1.2.12","116.4","","","","1"
"2013-04","Canada","2016A000011124","Seasonally adjusted","Other tourism industries","Jobs","190","thousands","3","v81669","1.2.12","116.8","","","","1"
"2013-07","Canada","2016A000011124","Seasonally adjusted","Other tourism industries","Jobs","190","thousands","3","v81669","1.2.12","116.1","","","","1"
"2013-10","Canada","2016A000011124","Seasonally adjusted","Other tourism industries","Jobs","190","thousands","3","v81669","1.2.12","117.6","","","","1"
"2014-01","Canada","2016A000011124","Seasonally adjusted","Other tourism industries","Jobs","190","thousands","3","v81669","1.2.12","117.2","","","","1"
"2014-04","Canada","2016A000011124","Seasonally adjusted","Other tourism industries","Jobs","190","thousands","3","v81669","1.2.12","117.9","","","","1"
"2014-07","Canada","2016A000011124","Seasonally adjusted","Other tourism industries","Jobs","190","thousands","3","v81669","1.2.12","115.1","","","","1"
"2014-10","Canada","2016A000011124","Seasonally adjusted","Other tourism industries","Jobs","190","thousands","3","v81669","1.2.12","116.2","","","","1"
"2015-01","Canada","2016A000011124","Seasonally adjusted","Other tourism industries","Jobs","190","thousands","3","v81669","1.2.12","115.0","","","","1"
"2015-04","Canada","2016A000011124","Seasonally adjusted","Other tourism industries","Jobs","190","thousands","3","v81669","1.2.12","115.2","","","","1"
"2015-07","Canada","2016A000011124","Seasonally adjusted","Other tourism industries","Jobs","190","thousands","3","v81669","1.2.12","116.8","","","","1"
"2015-10","Canada","2016A000011124","Seasonally adjusted","Other tourism industries","Jobs","190","thousands","3","v81669","1.2.12","115.8","","","","1"
"2016-01","Canada","2016A000011124","Seasonally adjusted","Other tourism industries","Jobs","190","thousands","3","v81669","1.2.12","116.6","","","","1"
"2016-04","Canada","2016A000011124","Seasonally adjusted","Other tourism industries","Jobs","190","thousands","3","v81669","1.2.12","115.3","","","","1"
"2016-07","Canada","2016A000011124","Seasonally adjusted","Other tourism industries","Jobs","190","thousands","3","v81669","1.2.12","117.3","","","","1"
"2016-10","Canada","2016A000011124","Seasonally adjusted","Other tourism industries","Jobs","190","thousands","3","v81669","1.2.12","117.4","","","","1"
"2017-01","Canada","2016A000011124","Seasonally adjusted","Other tourism industries","Jobs","190","thousands","3","v81669","1.2.12","118.2","","","","1"
"2017-04","Canada","2016A000011124","Seasonally adjusted","Other tourism industries","Jobs","190","thousands","3","v81669","1.2.12","118.6","","","","1"
"2017-07","Canada","2016A000011124","Seasonally adjusted","Other tourism industries","Jobs","190","thousands","3","v81669","1.2.12","118.8","","","","1"
"2017-10","Canada","2016A000011124","Seasonally adjusted","Other tourism industries","Jobs","190","thousands","3","v81669","1.2.12","119.0","","","","1"
"2018-01","Canada","2016A000011124","Seasonally adjusted","Other tourism industries","Jobs","190","thousands","3","v81669","1.2.12","118.0","","","","1"
"2018-04","Canada","2016A000011124","Seasonally adjusted","Other tourism industries","Jobs","190","thousands","3","v81669","1.2.12","119.1","","","","1"
"2018-07","Canada","2016A000011124","Seasonally adjusted","Other tourism industries","Jobs","190","thousands","3","v81669","1.2.12","118.6","","","","1"
"2018-10","Canada","2016A000011124","Seasonally adjusted","Other tourism industries","Jobs","190","thousands","3","v81669","1.2.12","118.1","","","","1"
"2019-01","Canada","2016A000011124","Seasonally adjusted","Other tourism industries","Jobs","190","thousands","3","v81669","1.2.12","118.5","","","","1"
"2019-04","Canada","2016A000011124","Seasonally adjusted","Other tourism industries","Jobs","190","thousands","3","v81669","1.2.12","118.8","","","","1"
"2019-07","Canada","2016A000011124","Seasonally adjusted","Other tourism industries","Jobs","190","thousands","3","v81669","1.2.12","119.1","","","","1"
"2019-10","Canada","2016A000011124","Seasonally adjusted","Other tourism industries","Jobs","190","thousands","3","v81669","1.2.12","119.2","","","","1"
"2020-01","Canada","2016A000011124","Seasonally adjusted","Other tourism industries","Jobs","190","thousands","3","v81669","1.2.12","112.3","","","","1"
"2020-04","Canada","2016A000011124","Seasonally adjusted","Other tourism industries","Jobs","190","thousands","3","v81669","1.2.12","60.6","","","","1"
"2020-07","Canada","2016A000011124","Seasonally adjusted","Other tourism industries","Jobs","190","thousands","3","v81669","1.2.12","73.1","","","","1"
"2020-10","Canada","2016A000011124","Seasonally adjusted","Other tourism industries","Jobs","190","thousands","3","v81669","1.2.12","75.0","","","","1"
"2021-01","Canada","2016A000011124","Seasonally adjusted","Other tourism industries","Jobs","190","thousands","3","v81669","1.2.12","69.2","","","","1"
"2021-04","Canada","2016A000011124","Seasonally adjusted","Other tourism industries","Jobs","190","thousands","3","v81669","1.2.12","71.3","","","","1"
"2021-07","Canada","2016A000011124","Seasonally adjusted","Other tourism industries","Jobs","190","thousands","3","v81669","1.2.12","84.9","","","","1"
"2021-10","Canada","2016A000011124","Seasonally adjusted","Other tourism industries","Jobs","190","thousands","3","v81669","1.2.12","93.0","","","","1"
"2022-01","Canada","2016A000011124","Seasonally adjusted","Other tourism industries","Jobs","190","thousands","3","v81669","1.2.12","93.6","","","","1"
"2022-04","Canada","2016A000011124","Seasonally adjusted","Other tourism industries","Jobs","190","thousands","3","v81669","1.2.12","103.2","","","","1"
"2022-07","Canada","2016A000011124","Seasonally adjusted","Other tourism industries","Jobs","190","thousands","3","v81669","1.2.12","106.9","","","","1"
"2022-10","Canada","2016A000011124","Seasonally adjusted","Other tourism industries","Jobs","190","thousands","3","v81669","1.2.12","110.3","","","","1"
"2023-01","Canada","2016A000011124","Seasonally adjusted","Other tourism industries","Jobs","190","thousands","3","v81669","1.2.12","113.2","","","","1"
"2023-04","Canada","2016A000011124","Seasonally adjusted","Other tourism industries","Jobs","190","thousands","3","v81669","1.2.12","114.0","","","","1"
"2023-07","Canada","2016A000011124","Seasonally adjusted","Other tourism industries","Jobs","190","thousands","3","v81669","1.2.12","114.6","","","","1"
"2023-10","Canada","2016A000011124","Seasonally adjusted","Other tourism industries","Jobs","190","thousands","3","v81669","1.2.12","114.8","","","","1"
"2024-01","Canada","2016A000011124","Seasonally adjusted","Other tourism industries","Jobs","190","thousands","3","v81669","1.2.12","116.0","","","","1"
"2024-04","Canada","2016A000011124","Seasonally adjusted","Other tourism industries","Jobs","190","thousands","3","v81669","1.2.12","117.0","","","","1"
"2024-07","Canada","2016A000011124","Seasonally adjusted","Other tourism industries","Jobs","190","thousands","3","v81669","1.2.12","117.9","","","","1"
"2024-10","Canada","2016A000011124","Seasonally adjusted","Other tourism industries","Jobs","190","thousands","3","v81669","1.2.12","118.6","","","","1"
"2025-01","Canada","2016A000011124","Seasonally adjusted","Other tourism industries","Jobs","190","thousands","3","v81669","1.2.12","117.2","","","","1"


