"REF_DATE","GEO","DGUID","Labour force characteristics","Gender","Age group","Statistics","Data type","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2024-09","British Columbia","2021A000259","Population","Women+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064717","11.1.3.1.1.1","2419.4","","","","1"
"2024-10","British Columbia","2021A000259","Population","Women+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064717","11.1.3.1.1.1","2424.5","","","","1"
"2024-11","British Columbia","2021A000259","Population","Women+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064717","11.1.3.1.1.1","2428.7","","","","1"
"2024-12","British Columbia","2021A000259","Population","Women+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064717","11.1.3.1.1.1","2433.1","","","","1"
"2025-01","British Columbia","2021A000259","Population","Women+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064717","11.1.3.1.1.1","2437.2","","","","1"
"2025-02","British Columbia","2021A000259","Population","Women+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064717","11.1.3.1.1.1","2440.8","","","","1"
"2025-03","British Columbia","2021A000259","Population","Women+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064717","11.1.3.1.1.1","2444.8","","","","1"
"2025-04","British Columbia","2021A000259","Population","Women+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064717","11.1.3.1.1.1","2448.6","","","","1"
"2020-01","British Columbia","2021A000259","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064700","11.2.1.1.1.1","2813.4","","","","1"
"2020-02","British Columbia","2021A000259","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064700","11.2.1.1.1.1","2832.1","","","","1"
"2020-03","British Columbia","2021A000259","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064700","11.2.1.1.1.1","2718.6","","","","1"
"2020-04","British Columbia","2021A000259","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064700","11.2.1.1.1.1","2551.5","","","","1"
"2020-05","British Columbia","2021A000259","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064700","11.2.1.1.1.1","2675.3","","","","1"
"2020-06","British Columbia","2021A000259","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064700","11.2.1.1.1.1","2785.7","","","","1"
"2020-07","British Columbia","2021A000259","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064700","11.2.1.1.1.1","2804.4","","","","1"
"2020-08","British Columbia","2021A000259","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064700","11.2.1.1.1.1","2815.3","","","","1"
"2020-09","British Columbia","2021A000259","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064700","11.2.1.1.1.1","2832.8","","","","1"
"2020-10","British Columbia","2021A000259","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064700","11.2.1.1.1.1","2853.6","","","","1"
"2020-11","British Columbia","2021A000259","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064700","11.2.1.1.1.1","2858.4","","","","1"
"2020-12","British Columbia","2021A000259","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064700","11.2.1.1.1.1","2852.2","","","","1"
"2021-01","British Columbia","2021A000259","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064700","11.2.1.1.1.1","2865.7","","","","1"
"2021-02","British Columbia","2021A000259","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064700","11.2.1.1.1.1","2870.8","","","","1"
"2021-03","British Columbia","2021A000259","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064700","11.2.1.1.1.1","2888.9","","","","1"
"2021-04","British Columbia","2021A000259","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064700","11.2.1.1.1.1","2846.3","","","","1"
"2021-05","British Columbia","2021A000259","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064700","11.2.1.1.1.1","2855.1","","","","1"
"2021-06","British Columbia","2021A000259","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064700","11.2.1.1.1.1","2874.6","","","","1"
"2021-07","British Columbia","2021A000259","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064700","11.2.1.1.1.1","2879.6","","","","1"
"2021-08","British Columbia","2021A000259","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064700","11.2.1.1.1.1","2886.9","","","","1"
"2021-09","British Columbia","2021A000259","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064700","11.2.1.1.1.1","2884.2","","","","1"
"2021-10","British Columbia","2021A000259","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064700","11.2.1.1.1.1","2865.5","","","","1"
"2021-11","British Columbia","2021A000259","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064700","11.2.1.1.1.1","2883.4","","","","1"
"2021-12","British Columbia","2021A000259","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064700","11.2.1.1.1.1","2866.0","","","","1"
"2022-01","British Columbia","2021A000259","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064700","11.2.1.1.1.1","2872.3","","","","1"
"2022-02","British Columbia","2021A000259","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064700","11.2.1.1.1.1","2889.2","","","","1"
"2022-03","British Columbia","2021A000259","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064700","11.2.1.1.1.1","2897.0","","","","1"
"2022-04","British Columbia","2021A000259","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064700","11.2.1.1.1.1","2903.4","","","","1"
"2022-05","British Columbia","2021A000259","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064700","11.2.1.1.1.1","2904.8","","","","1"
"2022-06","British Columbia","2021A000259","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064700","11.2.1.1.1.1","2905.4","","","","1"
"2022-07","British Columbia","2021A000259","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064700","11.2.1.1.1.1","2917.4","","","","1"
"2022-08","British Columbia","2021A000259","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064700","11.2.1.1.1.1","2915.6","","","","1"
"2022-09","British Columbia","2021A000259","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064700","11.2.1.1.1.1","2929.3","","","","1"
"2022-10","British Columbia","2021A000259","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064700","11.2.1.1.1.1","2933.7","","","","1"
"2022-11","British Columbia","2021A000259","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064700","11.2.1.1.1.1","2927.2","","","","1"
"2022-12","British Columbia","2021A000259","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064700","11.2.1.1.1.1","2930.9","","","","1"
"2023-01","British Columbia","2021A000259","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064700","11.2.1.1.1.1","2943.9","","","","1"
"2023-02","British Columbia","2021A000259","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064700","11.2.1.1.1.1","2975.9","","","","1"
"2023-03","British Columbia","2021A000259","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064700","11.2.1.1.1.1","2959.0","","","","1"
"2023-04","British Columbia","2021A000259","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064700","11.2.1.1.1.1","2974.5","","","","1"
"2023-05","British Columbia","2021A000259","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064700","11.2.1.1.1.1","2988.4","","","","1"
"2023-06","British Columbia","2021A000259","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064700","11.2.1.1.1.1","3000.3","","","","1"
"2023-07","British Columbia","2021A000259","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064700","11.2.1.1.1.1","2995.9","","","","1"
"2023-08","British Columbia","2021A000259","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064700","11.2.1.1.1.1","3009.0","","","","1"
"2023-09","British Columbia","2021A000259","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064700","11.2.1.1.1.1","3039.4","","","","1"
"2023-10","British Columbia","2021A000259","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064700","11.2.1.1.1.1","3038.8","","","","1"
"2023-11","British Columbia","2021A000259","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064700","11.2.1.1.1.1","3045.3","","","","1"
"2023-12","British Columbia","2021A000259","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064700","11.2.1.1.1.1","3072.9","","","","1"
"2024-01","British Columbia","2021A000259","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064700","11.2.1.1.1.1","3066.5","","","","1"
"2024-02","British Columbia","2021A000259","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064700","11.2.1.1.1.1","3069.2","","","","1"
"2024-03","British Columbia","2021A000259","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064700","11.2.1.1.1.1","3087.8","","","","1"
"2024-04","British Columbia","2021A000259","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064700","11.2.1.1.1.1","3092.6","","","","1"
"2024-05","British Columbia","2021A000259","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064700","11.2.1.1.1.1","3103.4","","","","1"
"2024-06","British Columbia","2021A000259","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064700","11.2.1.1.1.1","3087.7","","","","1"
"2024-07","British Columbia","2021A000259","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064700","11.2.1.1.1.1","3088.5","","","","1"
"2024-08","British Columbia","2021A000259","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064700","11.2.1.1.1.1","3089.1","","","","1"
"2024-09","British Columbia","2021A000259","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064700","11.2.1.1.1.1","3080.3","","","","1"
"2024-10","British Columbia","2021A000259","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064700","11.2.1.1.1.1","3083.9","","","","1"
"2024-11","British Columbia","2021A000259","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064700","11.2.1.1.1.1","3085.0","","","","1"
"2024-12","British Columbia","2021A000259","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064700","11.2.1.1.1.1","3104.5","","","","1"
"2025-01","British Columbia","2021A000259","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064700","11.2.1.1.1.1","3131.1","","","","1"
"2025-02","British Columbia","2021A000259","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064700","11.2.1.1.1.1","3125.9","","","","1"
"2025-03","British Columbia","2021A000259","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064700","11.2.1.1.1.1","3135.0","","","","1"
"2025-04","British Columbia","2021A000259","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064700","11.2.1.1.1.1","3144.9","","","","1"
"2020-01","British Columbia","2021A000259","Labour force","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064709","11.2.2.1.1.1","1476.6","","","","1"
"2020-02","British Columbia","2021A000259","Labour force","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064709","11.2.2.1.1.1","1493.0","","","","1"
"2020-03","British Columbia","2021A000259","Labour force","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064709","11.2.2.1.1.1","1437.6","","","","1"
"2020-04","British Columbia","2021A000259","Labour force","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064709","11.2.2.1.1.1","1356.4","","","","1"
"2020-05","British Columbia","2021A000259","Labour force","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064709","11.2.2.1.1.1","1411.0","","","","1"
"2020-06","British Columbia","2021A000259","Labour force","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064709","11.2.2.1.1.1","1471.8","","","","1"
"2020-07","British Columbia","2021A000259","Labour force","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064709","11.2.2.1.1.1","1492.9","","","","1"
"2020-08","British Columbia","2021A000259","Labour force","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064709","11.2.2.1.1.1","1501.5","","","","1"
"2020-09","British Columbia","2021A000259","Labour force","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064709","11.2.2.1.1.1","1481.0","","","","1"
"2020-10","British Columbia","2021A000259","Labour force","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064709","11.2.2.1.1.1","1493.8","","","","1"
"2020-11","British Columbia","2021A000259","Labour force","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064709","11.2.2.1.1.1","1489.1","","","","1"
"2020-12","British Columbia","2021A000259","Labour force","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064709","11.2.2.1.1.1","1490.2","","","","1"
"2021-01","British Columbia","2021A000259","Labour force","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064709","11.2.2.1.1.1","1494.7","","","","1"
"2021-02","British Columbia","2021A000259","Labour force","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064709","11.2.2.1.1.1","1505.2","","","","1"
"2021-03","British Columbia","2021A000259","Labour force","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064709","11.2.2.1.1.1","1512.8","","","","1"
"2021-04","British Columbia","2021A000259","Labour force","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064709","11.2.2.1.1.1","1487.1","","","","1"
"2021-05","British Columbia","2021A000259","Labour force","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064709","11.2.2.1.1.1","1503.3","","","","1"
"2021-06","British Columbia","2021A000259","Labour force","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064709","11.2.2.1.1.1","1522.5","","","","1"
"2021-07","British Columbia","2021A000259","Labour force","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064709","11.2.2.1.1.1","1526.8","","","","1"
"2021-08","British Columbia","2021A000259","Labour force","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064709","11.2.2.1.1.1","1524.1","","","","1"
"2021-09","British Columbia","2021A000259","Labour force","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064709","11.2.2.1.1.1","1510.1","","","","1"
"2021-10","British Columbia","2021A000259","Labour force","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064709","11.2.2.1.1.1","1519.7","","","","1"
"2021-11","British Columbia","2021A000259","Labour force","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064709","11.2.2.1.1.1","1521.9","","","","1"
"2021-12","British Columbia","2021A000259","Labour force","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064709","11.2.2.1.1.1","1510.5","","","","1"
"2022-01","British Columbia","2021A000259","Labour force","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064709","11.2.2.1.1.1","1499.3","","","","1"
"2022-02","British Columbia","2021A000259","Labour force","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064709","11.2.2.1.1.1","1508.4","","","","1"
"2022-03","British Columbia","2021A000259","Labour force","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064709","11.2.2.1.1.1","1513.4","","","","1"
"2022-04","British Columbia","2021A000259","Labour force","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064709","11.2.2.1.1.1","1520.2","","","","1"
"2022-05","British Columbia","2021A000259","Labour force","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064709","11.2.2.1.1.1","1510.0","","","","1"
"2022-06","British Columbia","2021A000259","Labour force","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064709","11.2.2.1.1.1","1507.2","","","","1"
"2022-07","British Columbia","2021A000259","Labour force","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064709","11.2.2.1.1.1","1513.9","","","","1"
"2022-08","British Columbia","2021A000259","Labour force","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064709","11.2.2.1.1.1","1516.2","","","","1"
"2022-09","British Columbia","2021A000259","Labour force","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064709","11.2.2.1.1.1","1518.6","","","","1"
"2022-10","British Columbia","2021A000259","Labour force","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064709","11.2.2.1.1.1","1517.5","","","","1"
"2022-11","British Columbia","2021A000259","Labour force","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064709","11.2.2.1.1.1","1519.3","","","","1"
"2022-12","British Columbia","2021A000259","Labour force","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064709","11.2.2.1.1.1","1521.6","","","","1"
"2023-01","British Columbia","2021A000259","Labour force","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064709","11.2.2.1.1.1","1527.4","","","","1"
"2023-02","British Columbia","2021A000259","Labour force","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064709","11.2.2.1.1.1","1534.2","","","","1"
"2023-03","British Columbia","2021A000259","Labour force","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064709","11.2.2.1.1.1","1529.9","","","","1"
"2023-04","British Columbia","2021A000259","Labour force","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064709","11.2.2.1.1.1","1537.3","","","","1"
"2023-05","British Columbia","2021A000259","Labour force","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064709","11.2.2.1.1.1","1557.8","","","","1"
"2023-06","British Columbia","2021A000259","Labour force","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064709","11.2.2.1.1.1","1559.7","","","","1"
"2023-07","British Columbia","2021A000259","Labour force","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064709","11.2.2.1.1.1","1564.5","","","","1"
"2023-08","British Columbia","2021A000259","Labour force","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064709","11.2.2.1.1.1","1564.8","","","","1"
"2023-09","British Columbia","2021A000259","Labour force","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064709","11.2.2.1.1.1","1596.0","","","","1"
"2023-10","British Columbia","2021A000259","Labour force","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064709","11.2.2.1.1.1","1594.9","","","","1"
"2023-11","British Columbia","2021A000259","Labour force","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064709","11.2.2.1.1.1","1603.5","","","","1"
"2023-12","British Columbia","2021A000259","Labour force","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064709","11.2.2.1.1.1","1612.9","","","","1"
"2024-01","British Columbia","2021A000259","Labour force","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064709","11.2.2.1.1.1","1611.8","","","","1"
"2024-02","British Columbia","2021A000259","Labour force","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064709","11.2.2.1.1.1","1612.2","","","","1"
"2024-03","British Columbia","2021A000259","Labour force","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064709","11.2.2.1.1.1","1619.9","","","","1"
"2024-04","British Columbia","2021A000259","Labour force","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064709","11.2.2.1.1.1","1620.6","","","","1"
"2024-05","British Columbia","2021A000259","Labour force","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064709","11.2.2.1.1.1","1625.2","","","","1"
"2024-06","British Columbia","2021A000259","Labour force","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064709","11.2.2.1.1.1","1625.6","","","","1"
"2024-07","British Columbia","2021A000259","Labour force","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064709","11.2.2.1.1.1","1623.3","","","","1"
"2024-08","British Columbia","2021A000259","Labour force","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064709","11.2.2.1.1.1","1629.1","","","","1"
"2024-09","British Columbia","2021A000259","Labour force","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064709","11.2.2.1.1.1","1617.7","","","","1"
"2024-10","British Columbia","2021A000259","Labour force","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064709","11.2.2.1.1.1","1621.1","","","","1"
"2024-11","British Columbia","2021A000259","Labour force","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064709","11.2.2.1.1.1","1625.8","","","","1"
"2024-12","British Columbia","2021A000259","Labour force","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064709","11.2.2.1.1.1","1639.0","","","","1"
"2025-01","British Columbia","2021A000259","Labour force","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064709","11.2.2.1.1.1","1649.2","","","","1"
"2025-02","British Columbia","2021A000259","Labour force","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064709","11.2.2.1.1.1","1655.8","","","","1"
"2025-03","British Columbia","2021A000259","Labour force","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064709","11.2.2.1.1.1","1644.3","","","","1"
"2025-04","British Columbia","2021A000259","Labour force","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064709","11.2.2.1.1.1","1651.3","","","","1"
"2020-01","British Columbia","2021A000259","Labour force","Women+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064718","11.2.3.1.1.1","1336.8","","","","1"
"2020-02","British Columbia","2021A000259","Labour force","Women+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064718","11.2.3.1.1.1","1339.1","","","","1"
"2020-03","British Columbia","2021A000259","Labour force","Women+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064718","11.2.3.1.1.1","1281.0","","","","1"
"2020-04","British Columbia","2021A000259","Labour force","Women+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064718","11.2.3.1.1.1","1195.1","","","","1"
"2020-05","British Columbia","2021A000259","Labour force","Women+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064718","11.2.3.1.1.1","1264.3","","","","1"
"2020-06","British Columbia","2021A000259","Labour force","Women+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064718","11.2.3.1.1.1","1313.9","","","","1"
"2020-07","British Columbia","2021A000259","Labour force","Women+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064718","11.2.3.1.1.1","1311.5","","","","1"
"2020-08","British Columbia","2021A000259","Labour force","Women+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064718","11.2.3.1.1.1","1313.9","","","","1"
"2020-09","British Columbia","2021A000259","Labour force","Women+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064718","11.2.3.1.1.1","1351.8","","","","1"
"2020-10","British Columbia","2021A000259","Labour force","Women+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064718","11.2.3.1.1.1","1359.8","","","","1"
"2020-11","British Columbia","2021A000259","Labour force","Women+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064718","11.2.3.1.1.1","1369.3","","","","1"
"2020-12","British Columbia","2021A000259","Labour force","Women+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064718","11.2.3.1.1.1","1362.1","","","","1"
