"REF_DATE","GEO","DGUID","Investment income","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2010-07","Canada","2016A000011124","Portfolio investment income, payments","Dollars","81","millions","6","v112628","1.31","9528","","","","0"
"2010-10","Canada","2016A000011124","Portfolio investment income, payments","Dollars","81","millions","6","v112628","1.31","9757","","","","0"
"2011-01","Canada","2016A000011124","Portfolio investment income, payments","Dollars","81","millions","6","v112628","1.31","9645","","","","0"
"2011-04","Canada","2016A000011124","Portfolio investment income, payments","Dollars","81","millions","6","v112628","1.31","9815","","","","0"
"2011-07","Canada","2016A000011124","Portfolio investment income, payments","Dollars","81","millions","6","v112628","1.31","9975","","","","0"
"2011-10","Canada","2016A000011124","Portfolio investment income, payments","Dollars","81","millions","6","v112628","1.31","10110","","","","0"
"2012-01","Canada","2016A000011124","Portfolio investment income, payments","Dollars","81","millions","6","v112628","1.31","10256","","","","0"
"2012-04","Canada","2016A000011124","Portfolio investment income, payments","Dollars","81","millions","6","v112628","1.31","10453","","","","0"
"2012-07","Canada","2016A000011124","Portfolio investment income, payments","Dollars","81","millions","6","v112628","1.31","10508","","","","0"
"2012-10","Canada","2016A000011124","Portfolio investment income, payments","Dollars","81","millions","6","v112628","1.31","10702","","","","0"
"2013-01","Canada","2016A000011124","Portfolio investment income, payments","Dollars","81","millions","6","v112628","1.31","10589","","","","0"
"2013-04","Canada","2016A000011124","Portfolio investment income, payments","Dollars","81","millions","6","v112628","1.31","10785","","","","0"
"2013-07","Canada","2016A000011124","Portfolio investment income, payments","Dollars","81","millions","6","v112628","1.31","10874","","","","0"
"2013-10","Canada","2016A000011124","Portfolio investment income, payments","Dollars","81","millions","6","v112628","1.31","11059","","","","0"
"2014-01","Canada","2016A000011124","Portfolio investment income, payments","Dollars","81","millions","6","v112628","1.31","11266","","","","0"
"2014-04","Canada","2016A000011124","Portfolio investment income, payments","Dollars","81","millions","6","v112628","1.31","11515","","","","0"
"2014-07","Canada","2016A000011124","Portfolio investment income, payments","Dollars","81","millions","6","v112628","1.31","11736","","","","0"
"2014-10","Canada","2016A000011124","Portfolio investment income, payments","Dollars","81","millions","6","v112628","1.31","12089","","","","0"
"2015-01","Canada","2016A000011124","Portfolio investment income, payments","Dollars","81","millions","6","v112628","1.31","12280","","","","0"
"2015-04","Canada","2016A000011124","Portfolio investment income, payments","Dollars","81","millions","6","v112628","1.31","12728","","","","0"
"2015-07","Canada","2016A000011124","Portfolio investment income, payments","Dollars","81","millions","6","v112628","1.31","13057","","","","0"
"2015-10","Canada","2016A000011124","Portfolio investment income, payments","Dollars","81","millions","6","v112628","1.31","13254","","","","0"
"2016-01","Canada","2016A000011124","Portfolio investment income, payments","Dollars","81","millions","6","v112628","1.31","13513","","","","0"
"2016-04","Canada","2016A000011124","Portfolio investment income, payments","Dollars","81","millions","6","v112628","1.31","12960","","","","0"
"2016-07","Canada","2016A000011124","Portfolio investment income, payments","Dollars","81","millions","6","v112628","1.31","13209","","","","0"
"2016-10","Canada","2016A000011124","Portfolio investment income, payments","Dollars","81","millions","6","v112628","1.31","13287","","","","0"
"2017-01","Canada","2016A000011124","Portfolio investment income, payments","Dollars","81","millions","6","v112628","1.31","13565","","","","0"
"2017-04","Canada","2016A000011124","Portfolio investment income, payments","Dollars","81","millions","6","v112628","1.31","14216","","","","0"
"2017-07","Canada","2016A000011124","Portfolio investment income, payments","Dollars","81","millions","6","v112628","1.31","14114","","","","0"
"2017-10","Canada","2016A000011124","Portfolio investment income, payments","Dollars","81","millions","6","v112628","1.31","14748","","","","0"
"2018-01","Canada","2016A000011124","Portfolio investment income, payments","Dollars","81","millions","6","v112628","1.31","14999","","","","0"
"2018-04","Canada","2016A000011124","Portfolio investment income, payments","Dollars","81","millions","6","v112628","1.31","15827","","","","0"
"2018-07","Canada","2016A000011124","Portfolio investment income, payments","Dollars","81","millions","6","v112628","1.31","16266","","","","0"
"2018-10","Canada","2016A000011124","Portfolio investment income, payments","Dollars","81","millions","6","v112628","1.31","16719","","","","0"
"2019-01","Canada","2016A000011124","Portfolio investment income, payments","Dollars","81","millions","6","v112628","1.31","17164","","","","0"
"2019-04","Canada","2016A000011124","Portfolio investment income, payments","Dollars","81","millions","6","v112628","1.31","17278","","","","0"
"2019-07","Canada","2016A000011124","Portfolio investment income, payments","Dollars","81","millions","6","v112628","1.31","16748","","","","0"
"2019-10","Canada","2016A000011124","Portfolio investment income, payments","Dollars","81","millions","6","v112628","1.31","16978","","","","0"
"2020-01","Canada","2016A000011124","Portfolio investment income, payments","Dollars","81","millions","6","v112628","1.31","17440","","","","0"
"2020-04","Canada","2016A000011124","Portfolio investment income, payments","Dollars","81","millions","6","v112628","1.31","16437","","","","0"
"2020-07","Canada","2016A000011124","Portfolio investment income, payments","Dollars","81","millions","6","v112628","1.31","15989","","","","0"
"2020-10","Canada","2016A000011124","Portfolio investment income, payments","Dollars","81","millions","6","v112628","1.31","15760","","","","0"
"2021-01","Canada","2016A000011124","Portfolio investment income, payments","Dollars","81","millions","6","v112628","1.31","15542","","","","0"
"2021-04","Canada","2016A000011124","Portfolio investment income, payments","Dollars","81","millions","6","v112628","1.31","15684","","","","0"
"2021-07","Canada","2016A000011124","Portfolio investment income, payments","Dollars","81","millions","6","v112628","1.31","16068","","","","0"
"2021-10","Canada","2016A000011124","Portfolio investment income, payments","Dollars","81","millions","6","v112628","1.31","16480","","","","0"
"2022-01","Canada","2016A000011124","Portfolio investment income, payments","Dollars","81","millions","6","v112628","1.31","16686","","","","0"
"2022-04","Canada","2016A000011124","Portfolio investment income, payments","Dollars","81","millions","6","v112628","1.31","18149","","","","0"
"2022-07","Canada","2016A000011124","Portfolio investment income, payments","Dollars","81","millions","6","v112628","1.31","20666","","","","0"
"2022-10","Canada","2016A000011124","Portfolio investment income, payments","Dollars","81","millions","6","v112628","1.31","21433","","","","0"
"2023-01","Canada","2016A000011124","Portfolio investment income, payments","Dollars","81","millions","6","v112628","1.31","22714","","","","0"
"2023-04","Canada","2016A000011124","Portfolio investment income, payments","Dollars","81","millions","6","v112628","1.31","23764","","","","0"
"2023-07","Canada","2016A000011124","Portfolio investment income, payments","Dollars","81","millions","6","v112628","1.31","24955","","","","0"
"2023-10","Canada","2016A000011124","Portfolio investment income, payments","Dollars","81","millions","6","v112628","1.31","25680","","","","0"
"2024-01","Canada","2016A000011124","Portfolio investment income, payments","Dollars","81","millions","6","v112628","1.31","25702","","","","0"
"2024-04","Canada","2016A000011124","Portfolio investment income, payments","Dollars","81","millions","6","v112628","1.31","27418","","","","0"
"2024-07","Canada","2016A000011124","Portfolio investment income, payments","Dollars","81","millions","6","v112628","1.31","27714","","","","0"
"2024-10","Canada","2016A000011124","Portfolio investment income, payments","Dollars","81","millions","6","v112628","1.31","28983","","","","0"
"2025-01","Canada","2016A000011124","Portfolio investment income, payments","Dollars","81","millions","6","v112628","1.31","28831","","","","0"
"2010-01","Canada","2016A000011124","Portfolio investment, interest on debt securities, payments","Dollars","81","millions","6","v112641","1.32","6415","","","","0"
"2010-04","Canada","2016A000011124","Portfolio investment, interest on debt securities, payments","Dollars","81","millions","6","v112641","1.32","6568","","","","0"
"2010-07","Canada","2016A000011124","Portfolio investment, interest on debt securities, payments","Dollars","81","millions","6","v112641","1.32","6940","","","","0"
"2010-10","Canada","2016A000011124","Portfolio investment, interest on debt securities, payments","Dollars","81","millions","6","v112641","1.32","7072","","","","0"
"2011-01","Canada","2016A000011124","Portfolio investment, interest on debt securities, payments","Dollars","81","millions","6","v112641","1.32","6944","","","","0"
"2011-04","Canada","2016A000011124","Portfolio investment, interest on debt securities, payments","Dollars","81","millions","6","v112641","1.32","7050","","","","0"
"2011-07","Canada","2016A000011124","Portfolio investment, interest on debt securities, payments","Dollars","81","millions","6","v112641","1.32","7209","","","","0"
"2011-10","Canada","2016A000011124","Portfolio investment, interest on debt securities, payments","Dollars","81","millions","6","v112641","1.32","7427","","","","0"
"2012-01","Canada","2016A000011124","Portfolio investment, interest on debt securities, payments","Dollars","81","millions","6","v112641","1.32","7412","","","","0"
"2012-04","Canada","2016A000011124","Portfolio investment, interest on debt securities, payments","Dollars","81","millions","6","v112641","1.32","7525","","","","0"
"2012-07","Canada","2016A000011124","Portfolio investment, interest on debt securities, payments","Dollars","81","millions","6","v112641","1.32","7531","","","","0"
"2012-10","Canada","2016A000011124","Portfolio investment, interest on debt securities, payments","Dollars","81","millions","6","v112641","1.32","7614","","","","0"
"2013-01","Canada","2016A000011124","Portfolio investment, interest on debt securities, payments","Dollars","81","millions","6","v112641","1.32","7608","","","","0"
"2013-04","Canada","2016A000011124","Portfolio investment, interest on debt securities, payments","Dollars","81","millions","6","v112641","1.32","7734","","","","0"
"2013-07","Canada","2016A000011124","Portfolio investment, interest on debt securities, payments","Dollars","81","millions","6","v112641","1.32","7850","","","","0"
"2013-10","Canada","2016A000011124","Portfolio investment, interest on debt securities, payments","Dollars","81","millions","6","v112641","1.32","8022","","","","0"
"2014-01","Canada","2016A000011124","Portfolio investment, interest on debt securities, payments","Dollars","81","millions","6","v112641","1.32","8098","","","","0"
"2014-04","Canada","2016A000011124","Portfolio investment, interest on debt securities, payments","Dollars","81","millions","6","v112641","1.32","8233","","","","0"
"2014-07","Canada","2016A000011124","Portfolio investment, interest on debt securities, payments","Dollars","81","millions","6","v112641","1.32","8405","","","","0"
"2014-10","Canada","2016A000011124","Portfolio investment, interest on debt securities, payments","Dollars","81","millions","6","v112641","1.32","8783","","","","0"
"2015-01","Canada","2016A000011124","Portfolio investment, interest on debt securities, payments","Dollars","81","millions","6","v112641","1.32","9053","","","","0"
"2015-04","Canada","2016A000011124","Portfolio investment, interest on debt securities, payments","Dollars","81","millions","6","v112641","1.32","9256","","","","0"
"2015-07","Canada","2016A000011124","Portfolio investment, interest on debt securities, payments","Dollars","81","millions","6","v112641","1.32","9659","","","","0"
"2015-10","Canada","2016A000011124","Portfolio investment, interest on debt securities, payments","Dollars","81","millions","6","v112641","1.32","9846","","","","0"
"2016-01","Canada","2016A000011124","Portfolio investment, interest on debt securities, payments","Dollars","81","millions","6","v112641","1.32","9913","","","","0"
"2016-04","Canada","2016A000011124","Portfolio investment, interest on debt securities, payments","Dollars","81","millions","6","v112641","1.32","9559","","","","0"
"2016-07","Canada","2016A000011124","Portfolio investment, interest on debt securities, payments","Dollars","81","millions","6","v112641","1.32","9812","","","","0"
"2016-10","Canada","2016A000011124","Portfolio investment, interest on debt securities, payments","Dollars","81","millions","6","v112641","1.32","9975","","","","0"
"2017-01","Canada","2016A000011124","Portfolio investment, interest on debt securities, payments","Dollars","81","millions","6","v112641","1.32","9832","","","","0"
"2017-04","Canada","2016A000011124","Portfolio investment, interest on debt securities, payments","Dollars","81","millions","6","v112641","1.32","10341","","","","0"
"2017-07","Canada","2016A000011124","Portfolio investment, interest on debt securities, payments","Dollars","81","millions","6","v112641","1.32","10261","","","","0"
"2017-10","Canada","2016A000011124","Portfolio investment, interest on debt securities, payments","Dollars","81","millions","6","v112641","1.32","10755","","","","0"
"2018-01","Canada","2016A000011124","Portfolio investment, interest on debt securities, payments","Dollars","81","millions","6","v112641","1.32","10718","","","","0"
"2018-04","Canada","2016A000011124","Portfolio investment, interest on debt securities, payments","Dollars","81","millions","6","v112641","1.32","11325","","","","0"
"2018-07","Canada","2016A000011124","Portfolio investment, interest on debt securities, payments","Dollars","81","millions","6","v112641","1.32","11725","","","","0"
"2018-10","Canada","2016A000011124","Portfolio investment, interest on debt securities, payments","Dollars","81","millions","6","v112641","1.32","11946","","","","0"
"2019-01","Canada","2016A000011124","Portfolio investment, interest on debt securities, payments","Dollars","81","millions","6","v112641","1.32","11738","","","","0"
"2019-04","Canada","2016A000011124","Portfolio investment, interest on debt securities, payments","Dollars","81","millions","6","v112641","1.32","11942","","","","0"
"2019-07","Canada","2016A000011124","Portfolio investment, interest on debt securities, payments","Dollars","81","millions","6","v112641","1.32","11798","","","","0"
"2019-10","Canada","2016A000011124","Portfolio investment, interest on debt securities, payments","Dollars","81","millions","6","v112641","1.32","11667","","","","0"
"2020-01","Canada","2016A000011124","Portfolio investment, interest on debt securities, payments","Dollars","81","millions","6","v112641","1.32","11461","","","","0"
"2020-04","Canada","2016A000011124","Portfolio investment, interest on debt securities, payments","Dollars","81","millions","6","v112641","1.32","11172","","","","0"
"2020-07","Canada","2016A000011124","Portfolio investment, interest on debt securities, payments","Dollars","81","millions","6","v112641","1.32","10719","","","","0"
"2020-10","Canada","2016A000011124","Portfolio investment, interest on debt securities, payments","Dollars","81","millions","6","v112641","1.32","10440","","","","0"
"2021-01","Canada","2016A000011124","Portfolio investment, interest on debt securities, payments","Dollars","81","millions","6","v112641","1.32","9948","","","","0"
"2021-04","Canada","2016A000011124","Portfolio investment, interest on debt securities, payments","Dollars","81","millions","6","v112641","1.32","9711","","","","0"
"2021-07","Canada","2016A000011124","Portfolio investment, interest on debt securities, payments","Dollars","81","millions","6","v112641","1.32","10048","","","","0"
"2021-10","Canada","2016A000011124","Portfolio investment, interest on debt securities, payments","Dollars","81","millions","6","v112641","1.32","10199","","","","0"
"2022-01","Canada","2016A000011124","Portfolio investment, interest on debt securities, payments","Dollars","81","millions","6","v112641","1.32","10258","","","","0"
"2022-04","Canada","2016A000011124","Portfolio investment, interest on debt securities, payments","Dollars","81","millions","6","v112641","1.32","11167","","","","0"
"2022-07","Canada","2016A000011124","Portfolio investment, interest on debt securities, payments","Dollars","81","millions","6","v112641","1.32","12662","","","","0"
"2022-10","Canada","2016A000011124","Portfolio investment, interest on debt securities, payments","Dollars","81","millions","6","v112641","1.32","14382","","","","0"
"2023-01","Canada","2016A000011124","Portfolio investment, interest on debt securities, payments","Dollars","81","millions","6","v112641","1.32","15316","","","","0"
"2023-04","Canada","2016A000011124","Portfolio investment, interest on debt securities, payments","Dollars","81","millions","6","v112641","1.32","16361","","","","0"
"2023-07","Canada","2016A000011124","Portfolio investment, interest on debt securities, payments","Dollars","81","millions","6","v112641","1.32","17682","","","","0"
"2023-10","Canada","2016A000011124","Portfolio investment, interest on debt securities, payments","Dollars","81","millions","6","v112641","1.32","18491","","","","0"
"2024-01","Canada","2016A000011124","Portfolio investment, interest on debt securities, payments","Dollars","81","millions","6","v112641","1.32","18642","","","","0"
"2024-04","Canada","2016A000011124","Portfolio investment, interest on debt securities, payments","Dollars","81","millions","6","v112641","1.32","19950","","","","0"
"2024-07","Canada","2016A000011124","Portfolio investment, interest on debt securities, payments","Dollars","81","millions","6","v112641","1.32","20772","","","","0"
"2024-10","Canada","2016A000011124","Portfolio investment, interest on debt securities, payments","Dollars","81","millions","6","v112641","1.32","21385","","","","0"
"2025-01","Canada","2016A000011124","Portfolio investment, interest on debt securities, payments","Dollars","81","millions","6","v112641","1.32","21650","","","","0"
"2010-01","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, payments","Dollars","81","millions","6","v112639","1.43","2444","","","","0"
"2010-04","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, payments","Dollars","81","millions","6","v112639","1.43","2517","","","","0"
"2010-07","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, payments","Dollars","81","millions","6","v112639","1.43","2588","","","","0"
"2010-10","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, payments","Dollars","81","millions","6","v112639","1.43","2686","","","","0"
"2011-01","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, payments","Dollars","81","millions","6","v112639","1.43","2702","","","","0"
"2011-04","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, payments","Dollars","81","millions","6","v112639","1.43","2766","","","","0"
"2011-07","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, payments","Dollars","81","millions","6","v112639","1.43","2766","","","","0"
"2011-10","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, payments","Dollars","81","millions","6","v112639","1.43","2683","","","","0"
"2012-01","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, payments","Dollars","81","millions","6","v112639","1.43","2844","","","","0"
"2012-04","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, payments","Dollars","81","millions","6","v112639","1.43","2928","","","","0"
"2012-07","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, payments","Dollars","81","millions","6","v112639","1.43","2977","","","","0"
"2012-10","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, payments","Dollars","81","millions","6","v112639","1.43","3088","","","","0"
"2013-01","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, payments","Dollars","81","millions","6","v112639","1.43","2981","","","","0"
"2013-04","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, payments","Dollars","81","millions","6","v112639","1.43","3051","","","","0"
"2013-07","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, payments","Dollars","81","millions","6","v112639","1.43","3024","","","","0"
"2013-10","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, payments","Dollars","81","millions","6","v112639","1.43","3037","","","","0"
"2014-01","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, payments","Dollars","81","millions","6","v112639","1.43","3168","","","","0"
"2014-04","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, payments","Dollars","81","millions","6","v112639","1.43","3282","","","","0"
"2014-07","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, payments","Dollars","81","millions","6","v112639","1.43","3331","","","","0"
"2014-10","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, payments","Dollars","81","millions","6","v112639","1.43","3306","","","","0"
"2015-01","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, payments","Dollars","81","millions","6","v112639","1.43","3227","","","","0"
"2015-04","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, payments","Dollars","81","millions","6","v112639","1.43","3471","","","","0"
"2015-07","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, payments","Dollars","81","millions","6","v112639","1.43","3398","","","","0"
"2015-10","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, payments","Dollars","81","millions","6","v112639","1.43","3408","","","","0"
"2016-01","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, payments","Dollars","81","millions","6","v112639","1.43","3600","","","","0"
"2016-04","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, payments","Dollars","81","millions","6","v112639","1.43","3401","","","","0"
"2016-07","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, payments","Dollars","81","millions","6","v112639","1.43","3397","","","","0"
"2016-10","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, payments","Dollars","81","millions","6","v112639","1.43","3311","","","","0"
"2017-01","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, payments","Dollars","81","millions","6","v112639","1.43","3733","","","","0"
"2017-04","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, payments","Dollars","81","millions","6","v112639","1.43","3875","","","","0"
"2017-07","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, payments","Dollars","81","millions","6","v112639","1.43","3853","","","","0"
"2017-10","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, payments","Dollars","81","millions","6","v112639","1.43","3993","","","","0"
"2018-01","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, payments","Dollars","81","millions","6","v112639","1.43","4281","","","","0"
"2018-04","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, payments","Dollars","81","millions","6","v112639","1.43","4502","","","","0"
"2018-07","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, payments","Dollars","81","millions","6","v112639","1.43","4540","","","","0"
"2018-10","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, payments","Dollars","81","millions","6","v112639","1.43","4773","","","","0"
"2019-01","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, payments","Dollars","81","millions","6","v112639","1.43","5426","","","","0"
"2019-04","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, payments","Dollars","81","millions","6","v112639","1.43","5336","","","","0"
"2019-07","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, payments","Dollars","81","millions","6","v112639","1.43","4950","","","","0"
"2019-10","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, payments","Dollars","81","millions","6","v112639","1.43","5311","","","","0"
"2020-01","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, payments","Dollars","81","millions","6","v112639","1.43","5979","","","","0"
"2020-04","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, payments","Dollars","81","millions","6","v112639","1.43","5265","","","","0"
"2020-07","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, payments","Dollars","81","millions","6","v112639","1.43","5270","","","","0"
"2020-10","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, payments","Dollars","81","millions","6","v112639","1.43","5320","","","","0"
"2021-01","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, payments","Dollars","81","millions","6","v112639","1.43","5595","","","","0"
"2021-04","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, payments","Dollars","81","millions","6","v112639","1.43","5973","","","","0"
"2021-07","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, payments","Dollars","81","millions","6","v112639","1.43","6021","","","","0"
"2021-10","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, payments","Dollars","81","millions","6","v112639","1.43","6281","","","","0"
"2022-01","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, payments","Dollars","81","millions","6","v112639","1.43","6428","","","","0"
"2022-04","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, payments","Dollars","81","millions","6","v112639","1.43","6982","","","","0"
"2022-07","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, payments","Dollars","81","millions","6","v112639","1.43","8003","","","","0"
"2022-10","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, payments","Dollars","81","millions","6","v112639","1.43","7051","","","","0"
"2023-01","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, payments","Dollars","81","millions","6","v112639","1.43","7398","","","","0"
"2023-04","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, payments","Dollars","81","millions","6","v112639","1.43","7403","","","","0"
"2023-07","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, payments","Dollars","81","millions","6","v112639","1.43","7273","","","","0"
"2023-10","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, payments","Dollars","81","millions","6","v112639","1.43","7189","","","","0"
"2024-01","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, payments","Dollars","81","millions","6","v112639","1.43","7060","","","","0"
"2024-04","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, payments","Dollars","81","millions","6","v112639","1.43","7467","","","","0"
"2024-07","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, payments","Dollars","81","millions","6","v112639","1.43","6943","","","","0"
"2024-10","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, payments","Dollars","81","millions","6","v112639","1.43","7598","","","","0"
"2025-01","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, payments","Dollars","81","millions","6","v112639","1.43","7182","","","","0"
"2010-01","Canada","2016A000011124","Other investment income (interest), payments","Dollars","81","millions","6","v112640","1.44","2037","","","","0"
"2010-04","Canada","2016A000011124","Other investment income (interest), payments","Dollars","81","millions","6","v112640","1.44","1044","","","","0"
"2010-07","Canada","2016A000011124","Other investment income (interest), payments","Dollars","81","millions","6","v112640","1.44","1115","","","","0"
"2010-10","Canada","2016A000011124","Other investment income (interest), payments","Dollars","81","millions","6","v112640","1.44","1358","","","","0"
"2011-01","Canada","2016A000011124","Other investment income (interest), payments","Dollars","81","millions","6","v112640","1.44","1784","","","","0"
"2011-04","Canada","2016A000011124","Other investment income (interest), payments","Dollars","81","millions","6","v112640","1.44","1443","","","","0"
"2011-07","Canada","2016A000011124","Other investment income (interest), payments","Dollars","81","millions","6","v112640","1.44","1125","","","","0"
"2011-10","Canada","2016A000011124","Other investment income (interest), payments","Dollars","81","millions","6","v112640","1.44","1590","","","","0"
"2012-01","Canada","2016A000011124","Other investment income (interest), payments","Dollars","81","millions","6","v112640","1.44","1681","","","","0"
"2012-04","Canada","2016A000011124","Other investment income (interest), payments","Dollars","81","millions","6","v112640","1.44","1497","","","","0"
"2012-07","Canada","2016A000011124","Other investment income (interest), payments","Dollars","81","millions","6","v112640","1.44","1171","","","","0"
"2012-10","Canada","2016A000011124","Other investment income (interest), payments","Dollars","81","millions","6","v112640","1.44","1236","","","","0"
"2013-01","Canada","2016A000011124","Other investment income (interest), payments","Dollars","81","millions","6","v112640","1.44","1712","","","","0"
"2013-04","Canada","2016A000011124","Other investment income (interest), payments","Dollars","81","millions","6","v112640","1.44","1695","","","","0"
"2013-07","Canada","2016A000011124","Other investment income (interest), payments","Dollars","81","millions","6","v112640","1.44","1432","","","","0"
"2013-10","Canada","2016A000011124","Other investment income (interest), payments","Dollars","81","millions","6","v112640","1.44","1413","","","","0"
"2014-01","Canada","2016A000011124","Other investment income (interest), payments","Dollars","81","millions","6","v112640","1.44","2734","","","","0"
"2014-04","Canada","2016A000011124","Other investment income (interest), payments","Dollars","81","millions","6","v112640","1.44","1544","","","","0"
"2014-07","Canada","2016A000011124","Other investment income (interest), payments","Dollars","81","millions","6","v112640","1.44","1424","","","","0"
"2014-10","Canada","2016A000011124","Other investment income (interest), payments","Dollars","81","millions","6","v112640","1.44","2012","","","","0"
"2015-01","Canada","2016A000011124","Other investment income (interest), payments","Dollars","81","millions","6","v112640","1.44","2553","","","","0"
"2015-04","Canada","2016A000011124","Other investment income (interest), payments","Dollars","81","millions","6","v112640","1.44","1999","","","","0"
"2015-07","Canada","2016A000011124","Other investment income (interest), payments","Dollars","81","millions","6","v112640","1.44","2590","","","","0"
"2015-10","Canada","2016A000011124","Other investment income (interest), payments","Dollars","81","millions","6","v112640","1.44","2260","","","","0"
"2016-01","Canada","2016A000011124","Other investment income (interest), payments","Dollars","81","millions","6","v112640","1.44","3137","","","","0"
"2016-04","Canada","2016A000011124","Other investment income (interest), payments","Dollars","81","millions","6","v112640","1.44","2646","","","","0"
"2016-07","Canada","2016A000011124","Other investment income (interest), payments","Dollars","81","millions","6","v112640","1.44","3110","","","","0"
"2016-10","Canada","2016A000011124","Other investment income (interest), payments","Dollars","81","millions","6","v112640","1.44","3561","","","","0"
"2017-01","Canada","2016A000011124","Other investment income (interest), payments","Dollars","81","millions","6","v112640","1.44","4140","","","","0"
"2017-04","Canada","2016A000011124","Other investment income (interest), payments","Dollars","81","millions","6","v112640","1.44","3614","","","","0"
"2017-07","Canada","2016A000011124","Other investment income (interest), payments","Dollars","81","millions","6","v112640","1.44","3533","","","","0"
"2017-10","Canada","2016A000011124","Other investment income (interest), payments","Dollars","81","millions","6","v112640","1.44","3878","","","","0"
"2018-01","Canada","2016A000011124","Other investment income (interest), payments","Dollars","81","millions","6","v112640","1.44","4278","","","","0"
"2018-04","Canada","2016A000011124","Other investment income (interest), payments","Dollars","81","millions","6","v112640","1.44","4397","","","","0"
"2018-07","Canada","2016A000011124","Other investment income (interest), payments","Dollars","81","millions","6","v112640","1.44","4651","","","","0"
"2018-10","Canada","2016A000011124","Other investment income (interest), payments","Dollars","81","millions","6","v112640","1.44","5353","","","","0"
"2019-01","Canada","2016A000011124","Other investment income (interest), payments","Dollars","81","millions","6","v112640","1.44","6284","","","","0"
