"REF_DATE","GEO","DGUID","Investment income","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2018-04","Canada","2016A000011124","Portfolio investment, interest on debt securities, receipts","Dollars","81","millions","6","v112608","1.11","3385","","","","0"
"2018-07","Canada","2016A000011124","Portfolio investment, interest on debt securities, receipts","Dollars","81","millions","6","v112608","1.11","3463","","","","0"
"2018-10","Canada","2016A000011124","Portfolio investment, interest on debt securities, receipts","Dollars","81","millions","6","v112608","1.11","3561","","","","0"
"2019-01","Canada","2016A000011124","Portfolio investment, interest on debt securities, receipts","Dollars","81","millions","6","v112608","1.11","3691","","","","0"
"2019-04","Canada","2016A000011124","Portfolio investment, interest on debt securities, receipts","Dollars","81","millions","6","v112608","1.11","3923","","","","0"
"2019-07","Canada","2016A000011124","Portfolio investment, interest on debt securities, receipts","Dollars","81","millions","6","v112608","1.11","3935","","","","0"
"2019-10","Canada","2016A000011124","Portfolio investment, interest on debt securities, receipts","Dollars","81","millions","6","v112608","1.11","3945","","","","0"
"2020-01","Canada","2016A000011124","Portfolio investment, interest on debt securities, receipts","Dollars","81","millions","6","v112608","1.11","3978","","","","0"
"2020-04","Canada","2016A000011124","Portfolio investment, interest on debt securities, receipts","Dollars","81","millions","6","v112608","1.11","4033","","","","0"
"2020-07","Canada","2016A000011124","Portfolio investment, interest on debt securities, receipts","Dollars","81","millions","6","v112608","1.11","3971","","","","0"
"2020-10","Canada","2016A000011124","Portfolio investment, interest on debt securities, receipts","Dollars","81","millions","6","v112608","1.11","3713","","","","0"
"2021-01","Canada","2016A000011124","Portfolio investment, interest on debt securities, receipts","Dollars","81","millions","6","v112608","1.11","3903","","","","0"
"2021-04","Canada","2016A000011124","Portfolio investment, interest on debt securities, receipts","Dollars","81","millions","6","v112608","1.11","3927","","","","0"
"2021-07","Canada","2016A000011124","Portfolio investment, interest on debt securities, receipts","Dollars","81","millions","6","v112608","1.11","3994","","","","0"
"2021-10","Canada","2016A000011124","Portfolio investment, interest on debt securities, receipts","Dollars","81","millions","6","v112608","1.11","4164","","","","0"
"2022-01","Canada","2016A000011124","Portfolio investment, interest on debt securities, receipts","Dollars","81","millions","6","v112608","1.11","4405","","","","0"
"2022-04","Canada","2016A000011124","Portfolio investment, interest on debt securities, receipts","Dollars","81","millions","6","v112608","1.11","4748","","","","0"
"2022-07","Canada","2016A000011124","Portfolio investment, interest on debt securities, receipts","Dollars","81","millions","6","v112608","1.11","4795","","","","0"
"2022-10","Canada","2016A000011124","Portfolio investment, interest on debt securities, receipts","Dollars","81","millions","6","v112608","1.11","5099","","","","0"
"2023-01","Canada","2016A000011124","Portfolio investment, interest on debt securities, receipts","Dollars","81","millions","6","v112608","1.11","5424","","","","0"
"2023-04","Canada","2016A000011124","Portfolio investment, interest on debt securities, receipts","Dollars","81","millions","6","v112608","1.11","5839","","","","0"
"2023-07","Canada","2016A000011124","Portfolio investment, interest on debt securities, receipts","Dollars","81","millions","6","v112608","1.11","5828","","","","0"
"2023-10","Canada","2016A000011124","Portfolio investment, interest on debt securities, receipts","Dollars","81","millions","6","v112608","1.11","6262","","","","0"
"2024-01","Canada","2016A000011124","Portfolio investment, interest on debt securities, receipts","Dollars","81","millions","6","v112608","1.11","6612","","","","0"
"2024-04","Canada","2016A000011124","Portfolio investment, interest on debt securities, receipts","Dollars","81","millions","6","v112608","1.11","6818","","","","0"
"2024-07","Canada","2016A000011124","Portfolio investment, interest on debt securities, receipts","Dollars","81","millions","6","v112608","1.11","6889","","","","0"
"2024-10","Canada","2016A000011124","Portfolio investment, interest on debt securities, receipts","Dollars","81","millions","6","v112608","1.11","6922","","","","0"
"2025-01","Canada","2016A000011124","Portfolio investment, interest on debt securities, receipts","Dollars","81","millions","6","v112608","1.11","7164","","","","0"
"2010-01","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, receipts","Dollars","81","millions","6","v112609","1.12","3131","","","","0"
"2010-04","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, receipts","Dollars","81","millions","6","v112609","1.12","3285","","","","0"
"2010-07","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, receipts","Dollars","81","millions","6","v112609","1.12","3060","","","","0"
"2010-10","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, receipts","Dollars","81","millions","6","v112609","1.12","3309","","","","0"
"2011-01","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, receipts","Dollars","81","millions","6","v112609","1.12","3209","","","","0"
"2011-04","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, receipts","Dollars","81","millions","6","v112609","1.12","3438","","","","0"
"2011-07","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, receipts","Dollars","81","millions","6","v112609","1.12","3705","","","","0"
"2011-10","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, receipts","Dollars","81","millions","6","v112609","1.12","3689","","","","0"
"2012-01","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, receipts","Dollars","81","millions","6","v112609","1.12","3844","","","","0"
"2012-04","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, receipts","Dollars","81","millions","6","v112609","1.12","4087","","","","0"
"2012-07","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, receipts","Dollars","81","millions","6","v112609","1.12","3937","","","","0"
"2012-10","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, receipts","Dollars","81","millions","6","v112609","1.12","4023","","","","0"
"2013-01","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, receipts","Dollars","81","millions","6","v112609","1.12","4140","","","","0"
"2013-04","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, receipts","Dollars","81","millions","6","v112609","1.12","4238","","","","0"
"2013-07","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, receipts","Dollars","81","millions","6","v112609","1.12","4280","","","","0"
"2013-10","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, receipts","Dollars","81","millions","6","v112609","1.12","4270","","","","0"
"2014-01","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, receipts","Dollars","81","millions","6","v112609","1.12","4542","","","","0"
"2014-04","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, receipts","Dollars","81","millions","6","v112609","1.12","4543","","","","0"
"2014-07","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, receipts","Dollars","81","millions","6","v112609","1.12","4563","","","","0"
"2014-10","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, receipts","Dollars","81","millions","6","v112609","1.12","4718","","","","0"
"2015-01","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, receipts","Dollars","81","millions","6","v112609","1.12","4813","","","","0"
"2015-04","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, receipts","Dollars","81","millions","6","v112609","1.12","4833","","","","0"
"2015-07","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, receipts","Dollars","81","millions","6","v112609","1.12","5085","","","","0"
"2015-10","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, receipts","Dollars","81","millions","6","v112609","1.12","5368","","","","0"
"2016-01","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, receipts","Dollars","81","millions","6","v112609","1.12","5371","","","","0"
"2016-04","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, receipts","Dollars","81","millions","6","v112609","1.12","5129","","","","0"
"2016-07","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, receipts","Dollars","81","millions","6","v112609","1.12","5203","","","","0"
"2016-10","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, receipts","Dollars","81","millions","6","v112609","1.12","5357","","","","0"
"2017-01","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, receipts","Dollars","81","millions","6","v112609","1.12","5348","","","","0"
"2017-04","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, receipts","Dollars","81","millions","6","v112609","1.12","5521","","","","0"
"2017-07","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, receipts","Dollars","81","millions","6","v112609","1.12","5225","","","","0"
"2017-10","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, receipts","Dollars","81","millions","6","v112609","1.12","5509","","","","0"
"2018-01","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, receipts","Dollars","81","millions","6","v112609","1.12","5626","","","","0"
"2018-04","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, receipts","Dollars","81","millions","6","v112609","1.12","5702","","","","0"
"2018-07","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, receipts","Dollars","81","millions","6","v112609","1.12","5720","","","","0"
"2018-10","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, receipts","Dollars","81","millions","6","v112609","1.12","5855","","","","0"
"2019-01","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, receipts","Dollars","81","millions","6","v112609","1.12","6229","","","","0"
"2019-04","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, receipts","Dollars","81","millions","6","v112609","1.12","6196","","","","0"
"2019-07","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, receipts","Dollars","81","millions","6","v112609","1.12","6189","","","","0"
"2019-10","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, receipts","Dollars","81","millions","6","v112609","1.12","6517","","","","0"
"2020-01","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, receipts","Dollars","81","millions","6","v112609","1.12","5944","","","","0"
"2020-04","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, receipts","Dollars","81","millions","6","v112609","1.12","6479","","","","0"
"2020-07","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, receipts","Dollars","81","millions","6","v112609","1.12","6221","","","","0"
"2020-10","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, receipts","Dollars","81","millions","6","v112609","1.12","6447","","","","0"
"2021-01","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, receipts","Dollars","81","millions","6","v112609","1.12","6564","","","","0"
"2021-04","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, receipts","Dollars","81","millions","6","v112609","1.12","6421","","","","0"
"2021-07","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, receipts","Dollars","81","millions","6","v112609","1.12","6439","","","","0"
"2021-10","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, receipts","Dollars","81","millions","6","v112609","1.12","6934","","","","0"
"2022-01","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, receipts","Dollars","81","millions","6","v112609","1.12","6563","","","","0"
"2022-04","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, receipts","Dollars","81","millions","6","v112609","1.12","6584","","","","0"
"2022-07","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, receipts","Dollars","81","millions","6","v112609","1.12","6839","","","","0"
"2022-10","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, receipts","Dollars","81","millions","6","v112609","1.12","7415","","","","0"
"2023-01","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, receipts","Dollars","81","millions","6","v112609","1.12","7554","","","","0"
"2023-04","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, receipts","Dollars","81","millions","6","v112609","1.12","7370","","","","0"
"2023-07","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, receipts","Dollars","81","millions","6","v112609","1.12","7273","","","","0"
"2023-10","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, receipts","Dollars","81","millions","6","v112609","1.12","7641","","","","0"
"2024-01","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, receipts","Dollars","81","millions","6","v112609","1.12","8099","","","","0"
"2024-04","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, receipts","Dollars","81","millions","6","v112609","1.12","8316","","","","0"
"2024-07","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, receipts","Dollars","81","millions","6","v112609","1.12","8471","","","","0"
"2024-10","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, receipts","Dollars","81","millions","6","v112609","1.12","8540","","","","0"
"2025-01","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, receipts","Dollars","81","millions","6","v112609","1.12","8424","","","","0"
"2010-01","Canada","2016A000011124","Other investment income (interest), receipts","Dollars","81","millions","6","v112610","1.13","1294","","","","0"
"2010-04","Canada","2016A000011124","Other investment income (interest), receipts","Dollars","81","millions","6","v112610","1.13","1185","","","","0"
"2010-07","Canada","2016A000011124","Other investment income (interest), receipts","Dollars","81","millions","6","v112610","1.13","1325","","","","0"
"2010-10","Canada","2016A000011124","Other investment income (interest), receipts","Dollars","81","millions","6","v112610","1.13","1280","","","","0"
"2011-01","Canada","2016A000011124","Other investment income (interest), receipts","Dollars","81","millions","6","v112610","1.13","1249","","","","0"
"2011-04","Canada","2016A000011124","Other investment income (interest), receipts","Dollars","81","millions","6","v112610","1.13","1259","","","","0"
"2011-07","Canada","2016A000011124","Other investment income (interest), receipts","Dollars","81","millions","6","v112610","1.13","1280","","","","0"
"2011-10","Canada","2016A000011124","Other investment income (interest), receipts","Dollars","81","millions","6","v112610","1.13","1410","","","","0"
"2012-01","Canada","2016A000011124","Other investment income (interest), receipts","Dollars","81","millions","6","v112610","1.13","1521","","","","0"
"2012-04","Canada","2016A000011124","Other investment income (interest), receipts","Dollars","81","millions","6","v112610","1.13","1433","","","","0"
"2012-07","Canada","2016A000011124","Other investment income (interest), receipts","Dollars","81","millions","6","v112610","1.13","1371","","","","0"
"2012-10","Canada","2016A000011124","Other investment income (interest), receipts","Dollars","81","millions","6","v112610","1.13","1365","","","","0"
"2013-01","Canada","2016A000011124","Other investment income (interest), receipts","Dollars","81","millions","6","v112610","1.13","1320","","","","0"
"2013-04","Canada","2016A000011124","Other investment income (interest), receipts","Dollars","81","millions","6","v112610","1.13","1344","","","","0"
"2013-07","Canada","2016A000011124","Other investment income (interest), receipts","Dollars","81","millions","6","v112610","1.13","1345","","","","0"
"2013-10","Canada","2016A000011124","Other investment income (interest), receipts","Dollars","81","millions","6","v112610","1.13","1465","","","","0"
"2014-01","Canada","2016A000011124","Other investment income (interest), receipts","Dollars","81","millions","6","v112610","1.13","1717","","","","0"
"2014-04","Canada","2016A000011124","Other investment income (interest), receipts","Dollars","81","millions","6","v112610","1.13","1737","","","","0"
"2014-07","Canada","2016A000011124","Other investment income (interest), receipts","Dollars","81","millions","6","v112610","1.13","1633","","","","0"
"2014-10","Canada","2016A000011124","Other investment income (interest), receipts","Dollars","81","millions","6","v112610","1.13","1643","","","","0"
"2015-01","Canada","2016A000011124","Other investment income (interest), receipts","Dollars","81","millions","6","v112610","1.13","1947","","","","0"
"2015-04","Canada","2016A000011124","Other investment income (interest), receipts","Dollars","81","millions","6","v112610","1.13","1876","","","","0"
"2015-07","Canada","2016A000011124","Other investment income (interest), receipts","Dollars","81","millions","6","v112610","1.13","2066","","","","0"
"2015-10","Canada","2016A000011124","Other investment income (interest), receipts","Dollars","81","millions","6","v112610","1.13","2359","","","","0"
"2016-01","Canada","2016A000011124","Other investment income (interest), receipts","Dollars","81","millions","6","v112610","1.13","2322","","","","0"
"2016-04","Canada","2016A000011124","Other investment income (interest), receipts","Dollars","81","millions","6","v112610","1.13","2472","","","","0"
"2016-07","Canada","2016A000011124","Other investment income (interest), receipts","Dollars","81","millions","6","v112610","1.13","2652","","","","0"
"2016-10","Canada","2016A000011124","Other investment income (interest), receipts","Dollars","81","millions","6","v112610","1.13","2894","","","","0"
"2017-01","Canada","2016A000011124","Other investment income (interest), receipts","Dollars","81","millions","6","v112610","1.13","2919","","","","0"
"2017-04","Canada","2016A000011124","Other investment income (interest), receipts","Dollars","81","millions","6","v112610","1.13","2668","","","","0"
"2017-07","Canada","2016A000011124","Other investment income (interest), receipts","Dollars","81","millions","6","v112610","1.13","2732","","","","0"
"2017-10","Canada","2016A000011124","Other investment income (interest), receipts","Dollars","81","millions","6","v112610","1.13","3220","","","","0"
"2018-01","Canada","2016A000011124","Other investment income (interest), receipts","Dollars","81","millions","6","v112610","1.13","3541","","","","0"
"2018-04","Canada","2016A000011124","Other investment income (interest), receipts","Dollars","81","millions","6","v112610","1.13","3844","","","","0"
"2018-07","Canada","2016A000011124","Other investment income (interest), receipts","Dollars","81","millions","6","v112610","1.13","4523","","","","0"
"2018-10","Canada","2016A000011124","Other investment income (interest), receipts","Dollars","81","millions","6","v112610","1.13","5088","","","","0"
"2019-01","Canada","2016A000011124","Other investment income (interest), receipts","Dollars","81","millions","6","v112610","1.13","5430","","","","0"
"2019-04","Canada","2016A000011124","Other investment income (interest), receipts","Dollars","81","millions","6","v112610","1.13","5696","","","","0"
"2019-07","Canada","2016A000011124","Other investment income (interest), receipts","Dollars","81","millions","6","v112610","1.13","5665","","","","0"
"2019-10","Canada","2016A000011124","Other investment income (interest), receipts","Dollars","81","millions","6","v112610","1.13","6466","","","","0"
"2020-01","Canada","2016A000011124","Other investment income (interest), receipts","Dollars","81","millions","6","v112610","1.13","4898","","","","0"
"2020-04","Canada","2016A000011124","Other investment income (interest), receipts","Dollars","81","millions","6","v112610","1.13","4202","","","","0"
"2020-07","Canada","2016A000011124","Other investment income (interest), receipts","Dollars","81","millions","6","v112610","1.13","2661","","","","0"
"2020-10","Canada","2016A000011124","Other investment income (interest), receipts","Dollars","81","millions","6","v112610","1.13","2273","","","","0"
"2021-01","Canada","2016A000011124","Other investment income (interest), receipts","Dollars","81","millions","6","v112610","1.13","1586","","","","0"
"2021-04","Canada","2016A000011124","Other investment income (interest), receipts","Dollars","81","millions","6","v112610","1.13","1589","","","","0"
"2021-07","Canada","2016A000011124","Other investment income (interest), receipts","Dollars","81","millions","6","v112610","1.13","1659","","","","0"
"2021-10","Canada","2016A000011124","Other investment income (interest), receipts","Dollars","81","millions","6","v112610","1.13","1776","","","","0"
"2022-01","Canada","2016A000011124","Other investment income (interest), receipts","Dollars","81","millions","6","v112610","1.13","2383","","","","0"
"2022-04","Canada","2016A000011124","Other investment income (interest), receipts","Dollars","81","millions","6","v112610","1.13","3314","","","","0"
"2022-07","Canada","2016A000011124","Other investment income (interest), receipts","Dollars","81","millions","6","v112610","1.13","5097","","","","0"
"2022-10","Canada","2016A000011124","Other investment income (interest), receipts","Dollars","81","millions","6","v112610","1.13","7981","","","","0"
"2023-01","Canada","2016A000011124","Other investment income (interest), receipts","Dollars","81","millions","6","v112610","1.13","9944","","","","0"
"2023-04","Canada","2016A000011124","Other investment income (interest), receipts","Dollars","81","millions","6","v112610","1.13","12412","","","","0"
"2023-07","Canada","2016A000011124","Other investment income (interest), receipts","Dollars","81","millions","6","v112610","1.13","13987","","","","0"
"2023-10","Canada","2016A000011124","Other investment income (interest), receipts","Dollars","81","millions","6","v112610","1.13","14362","","","","0"
"2024-01","Canada","2016A000011124","Other investment income (interest), receipts","Dollars","81","millions","6","v112610","1.13","14403","","","","0"
"2024-04","Canada","2016A000011124","Other investment income (interest), receipts","Dollars","81","millions","6","v112610","1.13","14877","","","","0"
"2024-07","Canada","2016A000011124","Other investment income (interest), receipts","Dollars","81","millions","6","v112610","1.13","15437","","","","0"
"2024-10","Canada","2016A000011124","Other investment income (interest), receipts","Dollars","81","millions","6","v112610","1.13","15150","","","","0"
"2025-01","Canada","2016A000011124","Other investment income (interest), receipts","Dollars","81","millions","6","v112610","1.13","14447","","","","0"
"2010-01","Canada","2016A000011124","Total investment income, payments","Dollars","81","millions","6","v112612","1.14","21329","","","","0"
"2010-04","Canada","2016A000011124","Total investment income, payments","Dollars","81","millions","6","v112612","1.14","19355","","","","0"
"2010-07","Canada","2016A000011124","Total investment income, payments","Dollars","81","millions","6","v112612","1.14","21037","","","","0"
"2010-10","Canada","2016A000011124","Total investment income, payments","Dollars","81","millions","6","v112612","1.14","22348","","","","0"
"2011-01","Canada","2016A000011124","Total investment income, payments","Dollars","81","millions","6","v112612","1.14","22420","","","","0"
"2011-04","Canada","2016A000011124","Total investment income, payments","Dollars","81","millions","6","v112612","1.14","21211","","","","0"
"2011-07","Canada","2016A000011124","Total investment income, payments","Dollars","81","millions","6","v112612","1.14","22350","","","","0"
"2011-10","Canada","2016A000011124","Total investment income, payments","Dollars","81","millions","6","v112612","1.14","24556","","","","0"
"2012-01","Canada","2016A000011124","Total investment income, payments","Dollars","81","millions","6","v112612","1.14","24138","","","","0"
"2012-04","Canada","2016A000011124","Total investment income, payments","Dollars","81","millions","6","v112612","1.14","22680","","","","0"
"2012-07","Canada","2016A000011124","Total investment income, payments","Dollars","81","millions","6","v112612","1.14","23649","","","","0"
"2012-10","Canada","2016A000011124","Total investment income, payments","Dollars","81","millions","6","v112612","1.14","25198","","","","0"
"2013-01","Canada","2016A000011124","Total investment income, payments","Dollars","81","millions","6","v112612","1.14","23351","","","","0"
"2013-04","Canada","2016A000011124","Total investment income, payments","Dollars","81","millions","6","v112612","1.14","24921","","","","0"
"2013-07","Canada","2016A000011124","Total investment income, payments","Dollars","81","millions","6","v112612","1.14","24435","","","","0"
"2013-10","Canada","2016A000011124","Total investment income, payments","Dollars","81","millions","6","v112612","1.14","25594","","","","0"
"2014-01","Canada","2016A000011124","Total investment income, payments","Dollars","81","millions","6","v112612","1.14","27511","","","","0"
"2014-04","Canada","2016A000011124","Total investment income, payments","Dollars","81","millions","6","v112612","1.14","27093","","","","0"
"2014-07","Canada","2016A000011124","Total investment income, payments","Dollars","81","millions","6","v112612","1.14","26098","","","","0"
"2014-10","Canada","2016A000011124","Total investment income, payments","Dollars","81","millions","6","v112612","1.14","26406","","","","0"
"2015-01","Canada","2016A000011124","Total investment income, payments","Dollars","81","millions","6","v112612","1.14","26641","","","","0"
"2015-04","Canada","2016A000011124","Total investment income, payments","Dollars","81","millions","6","v112612","1.14","26110","","","","0"
"2015-07","Canada","2016A000011124","Total investment income, payments","Dollars","81","millions","6","v112612","1.14","26795","","","","0"
"2015-10","Canada","2016A000011124","Total investment income, payments","Dollars","81","millions","6","v112612","1.14","25454","","","","0"
"2016-01","Canada","2016A000011124","Total investment income, payments","Dollars","81","millions","6","v112612","1.14","25666","","","","0"
"2016-04","Canada","2016A000011124","Total investment income, payments","Dollars","81","millions","6","v112612","1.14","24893","","","","0"
"2016-07","Canada","2016A000011124","Total investment income, payments","Dollars","81","millions","6","v112612","1.14","27113","","","","0"
"2016-10","Canada","2016A000011124","Total investment income, payments","Dollars","81","millions","6","v112612","1.14","28839","","","","0"
"2017-01","Canada","2016A000011124","Total investment income, payments","Dollars","81","millions","6","v112612","1.14","29819","","","","0"
"2017-04","Canada","2016A000011124","Total investment income, payments","Dollars","81","millions","6","v112612","1.14","28954","","","","0"
"2017-07","Canada","2016A000011124","Total investment income, payments","Dollars","81","millions","6","v112612","1.14","29481","","","","0"
"2017-10","Canada","2016A000011124","Total investment income, payments","Dollars","81","millions","6","v112612","1.14","31939","","","","0"
"2018-01","Canada","2016A000011124","Total investment income, payments","Dollars","81","millions","6","v112612","1.14","32681","","","","0"
"2018-04","Canada","2016A000011124","Total investment income, payments","Dollars","81","millions","6","v112612","1.14","33969","","","","0"
"2018-07","Canada","2016A000011124","Total investment income, payments","Dollars","81","millions","6","v112612","1.14","35091","","","","0"
"2018-10","Canada","2016A000011124","Total investment income, payments","Dollars","81","millions","6","v112612","1.14","35035","","","","0"
"2019-01","Canada","2016A000011124","Total investment income, payments","Dollars","81","millions","6","v112612","1.14","36287","","","","0"
"2019-04","Canada","2016A000011124","Total investment income, payments","Dollars","81","millions","6","v112612","1.14","37281","","","","0"
"2019-07","Canada","2016A000011124","Total investment income, payments","Dollars","81","millions","6","v112612","1.14","36743","","","","0"
"2019-10","Canada","2016A000011124","Total investment income, payments","Dollars","81","millions","6","v112612","1.14","37433","","","","0"
"2020-01","Canada","2016A000011124","Total investment income, payments","Dollars","81","millions","6","v112612","1.14","31148","","","","0"
"2020-04","Canada","2016A000011124","Total investment income, payments","Dollars","81","millions","6","v112612","1.14","28613","","","","0"
"2020-07","Canada","2016A000011124","Total investment income, payments","Dollars","81","millions","6","v112612","1.14","28206","","","","0"
"2020-10","Canada","2016A000011124","Total investment income, payments","Dollars","81","millions","6","v112612","1.14","27428","","","","0"
"2021-01","Canada","2016A000011124","Total investment income, payments","Dollars","81","millions","6","v112612","1.14","32189","","","","0"
"2021-04","Canada","2016A000011124","Total investment income, payments","Dollars","81","millions","6","v112612","1.14","33465","","","","0"
"2021-07","Canada","2016A000011124","Total investment income, payments","Dollars","81","millions","6","v112612","1.14","34616","","","","0"
"2021-10","Canada","2016A000011124","Total investment income, payments","Dollars","81","millions","6","v112612","1.14","37893","","","","0"
"2022-01","Canada","2016A000011124","Total investment income, payments","Dollars","81","millions","6","v112612","1.14","36643","","","","0"
"2022-04","Canada","2016A000011124","Total investment income, payments","Dollars","81","millions","6","v112612","1.14","44298","","","","0"
"2022-07","Canada","2016A000011124","Total investment income, payments","Dollars","81","millions","6","v112612","1.14","46499","","","","0"
"2022-10","Canada","2016A000011124","Total investment income, payments","Dollars","81","millions","6","v112612","1.14","49849","","","","0"
"2023-01","Canada","2016A000011124","Total investment income, payments","Dollars","81","millions","6","v112612","1.14","49194","","","","0"
"2023-04","Canada","2016A000011124","Total investment income, payments","Dollars","81","millions","6","v112612","1.14","52083","","","","0"
"2023-07","Canada","2016A000011124","Total investment income, payments","Dollars","81","millions","6","v112612","1.14","59184","","","","0"
"2023-10","Canada","2016A000011124","Total investment income, payments","Dollars","81","millions","6","v112612","1.14","58422","","","","0"
"2024-01","Canada","2016A000011124","Total investment income, payments","Dollars","81","millions","6","v112612","1.14","57323","","","","0"
"2024-04","Canada","2016A000011124","Total investment income, payments","Dollars","81","millions","6","v112612","1.14","58391","","","","0"
"2024-07","Canada","2016A000011124","Total investment income, payments","Dollars","81","millions","6","v112612","1.14","58099","","","","0"
"2024-10","Canada","2016A000011124","Total investment income, payments","Dollars","81","millions","6","v112612","1.14","63399","","","","0"
"2025-01","Canada","2016A000011124","Total investment income, payments","Dollars","81","millions","6","v112612","1.14","63158","","","","0"
"2010-01","Canada","2016A000011124","Direct investment income, payments","Dollars","81","millions","6","v112624","1.26","10433","","","","0"
"2010-04","Canada","2016A000011124","Direct investment income, payments","Dollars","81","millions","6","v112624","1.26","9226","","","","0"
"2010-07","Canada","2016A000011124","Direct investment income, payments","Dollars","81","millions","6","v112624","1.26","10394","","","","0"
"2010-10","Canada","2016A000011124","Direct investment income, payments","Dollars","81","millions","6","v112624","1.26","11232","","","","0"
"2011-01","Canada","2016A000011124","Direct investment income, payments","Dollars","81","millions","6","v112624","1.26","10991","","","","0"
"2011-04","Canada","2016A000011124","Direct investment income, payments","Dollars","81","millions","6","v112624","1.26","9953","","","","0"
"2011-07","Canada","2016A000011124","Direct investment income, payments","Dollars","81","millions","6","v112624","1.26","11251","","","","0"
"2011-10","Canada","2016A000011124","Direct investment income, payments","Dollars","81","millions","6","v112624","1.26","12856","","","","0"
"2012-01","Canada","2016A000011124","Direct investment income, payments","Dollars","81","millions","6","v112624","1.26","12202","","","","0"
"2012-04","Canada","2016A000011124","Direct investment income, payments","Dollars","81","millions","6","v112624","1.26","10730","","","","0"
"2012-07","Canada","2016A000011124","Direct investment income, payments","Dollars","81","millions","6","v112624","1.26","11970","","","","0"
"2012-10","Canada","2016A000011124","Direct investment income, payments","Dollars","81","millions","6","v112624","1.26","13261","","","","0"
