"REF_DATE","GEO","DGUID","Prices","Seasonal adjustment","Indicators","Products","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2015-07","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Accommodation","Dollars","81","millions","6","v19458007","1.3.2.1.11","3322","","","","0"
"2015-10","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Accommodation","Dollars","81","millions","6","v19458007","1.3.2.1.11","3315","","","","0"
"2016-01","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Accommodation","Dollars","81","millions","6","v19458007","1.3.2.1.11","3366","","","","0"
"2016-04","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Accommodation","Dollars","81","millions","6","v19458007","1.3.2.1.11","3440","","","","0"
"2016-07","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Accommodation","Dollars","81","millions","6","v19458007","1.3.2.1.11","3556","","","","0"
"2016-10","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Accommodation","Dollars","81","millions","6","v19458007","1.3.2.1.11","3571","","","","0"
"2017-01","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Accommodation","Dollars","81","millions","6","v19458007","1.3.2.1.11","3564","","","","0"
"2017-04","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Accommodation","Dollars","81","millions","6","v19458007","1.3.2.1.11","3607","","","","0"
"2017-07","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Accommodation","Dollars","81","millions","6","v19458007","1.3.2.1.11","3704","","","","0"
"2017-10","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Accommodation","Dollars","81","millions","6","v19458007","1.3.2.1.11","3736","","","","0"
"2018-01","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Accommodation","Dollars","81","millions","6","v19458007","1.3.2.1.11","3784","","","","0"
"2018-04","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Accommodation","Dollars","81","millions","6","v19458007","1.3.2.1.11","3898","","","","0"
"2018-07","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Accommodation","Dollars","81","millions","6","v19458007","1.3.2.1.11","4040","","","","0"
"2018-10","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Accommodation","Dollars","81","millions","6","v19458007","1.3.2.1.11","4120","","","","0"
"2019-01","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Accommodation","Dollars","81","millions","6","v19458007","1.3.2.1.11","4187","","","","0"
"2019-04","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Accommodation","Dollars","81","millions","6","v19458007","1.3.2.1.11","4290","","","","0"
"2019-07","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Accommodation","Dollars","81","millions","6","v19458007","1.3.2.1.11","4339","","","","0"
"2019-10","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Accommodation","Dollars","81","millions","6","v19458007","1.3.2.1.11","4404","","","","0"
"2020-01","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Accommodation","Dollars","81","millions","6","v19458007","1.3.2.1.11","3634","","","","0"
"2020-04","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Accommodation","Dollars","81","millions","6","v19458007","1.3.2.1.11","1354","","","","0"
"2020-07","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Accommodation","Dollars","81","millions","6","v19458007","1.3.2.1.11","2302","","","","0"
"2020-10","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Accommodation","Dollars","81","millions","6","v19458007","1.3.2.1.11","2210","","","","0"
"2021-01","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Accommodation","Dollars","81","millions","6","v19458007","1.3.2.1.11","2345","","","","0"
"2021-04","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Accommodation","Dollars","81","millions","6","v19458007","1.3.2.1.11","2337","","","","0"
"2021-07","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Accommodation","Dollars","81","millions","6","v19458007","1.3.2.1.11","3277","","","","0"
"2021-10","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Accommodation","Dollars","81","millions","6","v19458007","1.3.2.1.11","3716","","","","0"
"2022-01","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Accommodation","Dollars","81","millions","6","v19458007","1.3.2.1.11","3596","","","","0"
"2022-04","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Accommodation","Dollars","81","millions","6","v19458007","1.3.2.1.11","4107","","","","0"
"2022-07","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Accommodation","Dollars","81","millions","6","v19458007","1.3.2.1.11","4201","","","","0"
"2022-10","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Accommodation","Dollars","81","millions","6","v19458007","1.3.2.1.11","4261","","","","0"
"2023-01","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Accommodation","Dollars","81","millions","6","v19458007","1.3.2.1.11","4408","","","","0"
"2023-04","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Accommodation","Dollars","81","millions","6","v19458007","1.3.2.1.11","4384","","","","0"
"2023-07","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Accommodation","Dollars","81","millions","6","v19458007","1.3.2.1.11","4352","","","","0"
"2023-10","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Accommodation","Dollars","81","millions","6","v19458007","1.3.2.1.11","4542","","","","0"
"2024-01","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Accommodation","Dollars","81","millions","6","v19458007","1.3.2.1.11","4579","","","","0"
"2024-04","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Accommodation","Dollars","81","millions","6","v19458007","1.3.2.1.11","4611","","","","0"
"2024-07","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Accommodation","Dollars","81","millions","6","v19458007","1.3.2.1.11","4502","","","","0"
"2024-10","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Accommodation","Dollars","81","millions","6","v19458007","1.3.2.1.11","4613","","","","0"
"2025-01","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Accommodation","Dollars","81","millions","6","v19458007","1.3.2.1.11","4716","","","","0"
"2010-01","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Food and beverage services","Dollars","81","millions","6","v19458008","1.3.2.1.15","2764","","","","0"
"2010-04","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Food and beverage services","Dollars","81","millions","6","v19458008","1.3.2.1.15","2757","","","","0"
"2010-07","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Food and beverage services","Dollars","81","millions","6","v19458008","1.3.2.1.15","2743","","","","0"
"2010-10","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Food and beverage services","Dollars","81","millions","6","v19458008","1.3.2.1.15","2741","","","","0"
"2011-01","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Food and beverage services","Dollars","81","millions","6","v19458008","1.3.2.1.15","2738","","","","0"
"2011-04","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Food and beverage services","Dollars","81","millions","6","v19458008","1.3.2.1.15","2782","","","","0"
"2011-07","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Food and beverage services","Dollars","81","millions","6","v19458008","1.3.2.1.15","2796","","","","0"
"2011-10","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Food and beverage services","Dollars","81","millions","6","v19458008","1.3.2.1.15","2819","","","","0"
"2012-01","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Food and beverage services","Dollars","81","millions","6","v19458008","1.3.2.1.15","2831","","","","0"
"2012-04","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Food and beverage services","Dollars","81","millions","6","v19458008","1.3.2.1.15","2845","","","","0"
"2012-07","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Food and beverage services","Dollars","81","millions","6","v19458008","1.3.2.1.15","2852","","","","0"
"2012-10","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Food and beverage services","Dollars","81","millions","6","v19458008","1.3.2.1.15","2866","","","","0"
"2013-01","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Food and beverage services","Dollars","81","millions","6","v19458008","1.3.2.1.15","2910","","","","0"
"2013-04","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Food and beverage services","Dollars","81","millions","6","v19458008","1.3.2.1.15","2937","","","","0"
"2013-07","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Food and beverage services","Dollars","81","millions","6","v19458008","1.3.2.1.15","2971","","","","0"
"2013-10","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Food and beverage services","Dollars","81","millions","6","v19458008","1.3.2.1.15","2973","","","","0"
"2014-01","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Food and beverage services","Dollars","81","millions","6","v19458008","1.3.2.1.15","2978","","","","0"
"2014-04","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Food and beverage services","Dollars","81","millions","6","v19458008","1.3.2.1.15","3039","","","","0"
"2014-07","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Food and beverage services","Dollars","81","millions","6","v19458008","1.3.2.1.15","3068","","","","0"
"2014-10","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Food and beverage services","Dollars","81","millions","6","v19458008","1.3.2.1.15","3063","","","","0"
"2015-01","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Food and beverage services","Dollars","81","millions","6","v19458008","1.3.2.1.15","3041","","","","0"
"2015-04","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Food and beverage services","Dollars","81","millions","6","v19458008","1.3.2.1.15","3095","","","","0"
"2015-07","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Food and beverage services","Dollars","81","millions","6","v19458008","1.3.2.1.15","3122","","","","0"
"2015-10","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Food and beverage services","Dollars","81","millions","6","v19458008","1.3.2.1.15","3136","","","","0"
"2016-01","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Food and beverage services","Dollars","81","millions","6","v19458008","1.3.2.1.15","3181","","","","0"
"2016-04","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Food and beverage services","Dollars","81","millions","6","v19458008","1.3.2.1.15","3216","","","","0"
"2016-07","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Food and beverage services","Dollars","81","millions","6","v19458008","1.3.2.1.15","3245","","","","0"
"2016-10","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Food and beverage services","Dollars","81","millions","6","v19458008","1.3.2.1.15","3240","","","","0"
"2017-01","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Food and beverage services","Dollars","81","millions","6","v19458008","1.3.2.1.15","3277","","","","0"
"2017-04","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Food and beverage services","Dollars","81","millions","6","v19458008","1.3.2.1.15","3286","","","","0"
"2017-07","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Food and beverage services","Dollars","81","millions","6","v19458008","1.3.2.1.15","3307","","","","0"
"2017-10","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Food and beverage services","Dollars","81","millions","6","v19458008","1.3.2.1.15","3320","","","","0"
"2018-01","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Food and beverage services","Dollars","81","millions","6","v19458008","1.3.2.1.15","3303","","","","0"
"2018-04","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Food and beverage services","Dollars","81","millions","6","v19458008","1.3.2.1.15","3321","","","","0"
"2018-07","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Food and beverage services","Dollars","81","millions","6","v19458008","1.3.2.1.15","3366","","","","0"
"2018-10","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Food and beverage services","Dollars","81","millions","6","v19458008","1.3.2.1.15","3382","","","","0"
"2019-01","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Food and beverage services","Dollars","81","millions","6","v19458008","1.3.2.1.15","3392","","","","0"
"2019-04","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Food and beverage services","Dollars","81","millions","6","v19458008","1.3.2.1.15","3422","","","","0"
"2019-07","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Food and beverage services","Dollars","81","millions","6","v19458008","1.3.2.1.15","3416","","","","0"
"2019-10","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Food and beverage services","Dollars","81","millions","6","v19458008","1.3.2.1.15","3436","","","","0"
"2020-01","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Food and beverage services","Dollars","81","millions","6","v19458008","1.3.2.1.15","2929","","","","0"
"2020-04","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Food and beverage services","Dollars","81","millions","6","v19458008","1.3.2.1.15","991","","","","0"
"2020-07","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Food and beverage services","Dollars","81","millions","6","v19458008","1.3.2.1.15","1597","","","","0"
"2020-10","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Food and beverage services","Dollars","81","millions","6","v19458008","1.3.2.1.15","1498","","","","0"
"2021-01","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Food and beverage services","Dollars","81","millions","6","v19458008","1.3.2.1.15","1574","","","","0"
"2021-04","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Food and beverage services","Dollars","81","millions","6","v19458008","1.3.2.1.15","1636","","","","0"
"2021-07","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Food and beverage services","Dollars","81","millions","6","v19458008","1.3.2.1.15","2336","","","","0"
"2021-10","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Food and beverage services","Dollars","81","millions","6","v19458008","1.3.2.1.15","2582","","","","0"
"2022-01","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Food and beverage services","Dollars","81","millions","6","v19458008","1.3.2.1.15","2597","","","","0"
"2022-04","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Food and beverage services","Dollars","81","millions","6","v19458008","1.3.2.1.15","3112","","","","0"
"2022-07","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Food and beverage services","Dollars","81","millions","6","v19458008","1.3.2.1.15","3248","","","","0"
"2022-10","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Food and beverage services","Dollars","81","millions","6","v19458008","1.3.2.1.15","3319","","","","0"
"2023-01","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Food and beverage services","Dollars","81","millions","6","v19458008","1.3.2.1.15","3426","","","","0"
"2023-04","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Food and beverage services","Dollars","81","millions","6","v19458008","1.3.2.1.15","3407","","","","0"
"2023-07","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Food and beverage services","Dollars","81","millions","6","v19458008","1.3.2.1.15","3356","","","","0"
"2023-10","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Food and beverage services","Dollars","81","millions","6","v19458008","1.3.2.1.15","3384","","","","0"
"2024-01","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Food and beverage services","Dollars","81","millions","6","v19458008","1.3.2.1.15","3382","","","","0"
"2024-04","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Food and beverage services","Dollars","81","millions","6","v19458008","1.3.2.1.15","3392","","","","0"
"2024-07","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Food and beverage services","Dollars","81","millions","6","v19458008","1.3.2.1.15","3370","","","","0"
"2024-10","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Food and beverage services","Dollars","81","millions","6","v19458008","1.3.2.1.15","3421","","","","0"
"2025-01","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Food and beverage services","Dollars","81","millions","6","v19458008","1.3.2.1.15","3457","","","","0"
"2010-01","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Other tourism products","Dollars","81","millions","6","v19458009","1.3.2.1.21","3756","","","","0"
"2010-04","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Other tourism products","Dollars","81","millions","6","v19458009","1.3.2.1.21","3763","","","","0"
"2010-07","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Other tourism products","Dollars","81","millions","6","v19458009","1.3.2.1.21","3796","","","","0"
"2010-10","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Other tourism products","Dollars","81","millions","6","v19458009","1.3.2.1.21","3799","","","","0"
"2011-01","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Other tourism products","Dollars","81","millions","6","v19458009","1.3.2.1.21","3736","","","","0"
"2011-04","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Other tourism products","Dollars","81","millions","6","v19458009","1.3.2.1.21","3762","","","","0"
"2011-07","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Other tourism products","Dollars","81","millions","6","v19458009","1.3.2.1.21","3792","","","","0"
"2011-10","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Other tourism products","Dollars","81","millions","6","v19458009","1.3.2.1.21","3840","","","","0"
"2012-01","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Other tourism products","Dollars","81","millions","6","v19458009","1.3.2.1.21","3867","","","","0"
"2012-04","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Other tourism products","Dollars","81","millions","6","v19458009","1.3.2.1.21","3860","","","","0"
"2012-07","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Other tourism products","Dollars","81","millions","6","v19458009","1.3.2.1.21","3873","","","","0"
"2012-10","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Other tourism products","Dollars","81","millions","6","v19458009","1.3.2.1.21","3869","","","","0"
"2013-01","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Other tourism products","Dollars","81","millions","6","v19458009","1.3.2.1.21","3861","","","","0"
"2013-04","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Other tourism products","Dollars","81","millions","6","v19458009","1.3.2.1.21","3866","","","","0"
"2013-07","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Other tourism products","Dollars","81","millions","6","v19458009","1.3.2.1.21","3856","","","","0"
"2013-10","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Other tourism products","Dollars","81","millions","6","v19458009","1.3.2.1.21","3859","","","","0"
"2014-01","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Other tourism products","Dollars","81","millions","6","v19458009","1.3.2.1.21","3842","","","","0"
"2014-04","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Other tourism products","Dollars","81","millions","6","v19458009","1.3.2.1.21","3863","","","","0"
"2014-07","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Other tourism products","Dollars","81","millions","6","v19458009","1.3.2.1.21","3878","","","","0"
"2014-10","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Other tourism products","Dollars","81","millions","6","v19458009","1.3.2.1.21","3931","","","","0"
"2015-01","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Other tourism products","Dollars","81","millions","6","v19458009","1.3.2.1.21","3922","","","","0"
"2015-04","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Other tourism products","Dollars","81","millions","6","v19458009","1.3.2.1.21","3936","","","","0"
"2015-07","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Other tourism products","Dollars","81","millions","6","v19458009","1.3.2.1.21","3972","","","","0"
"2015-10","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Other tourism products","Dollars","81","millions","6","v19458009","1.3.2.1.21","3998","","","","0"
"2016-01","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Other tourism products","Dollars","81","millions","6","v19458009","1.3.2.1.21","4026","","","","0"
"2016-04","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Other tourism products","Dollars","81","millions","6","v19458009","1.3.2.1.21","3977","","","","0"
"2016-07","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Other tourism products","Dollars","81","millions","6","v19458009","1.3.2.1.21","4026","","","","0"
"2016-10","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Other tourism products","Dollars","81","millions","6","v19458009","1.3.2.1.21","4075","","","","0"
"2017-01","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Other tourism products","Dollars","81","millions","6","v19458009","1.3.2.1.21","4171","","","","0"
"2017-04","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Other tourism products","Dollars","81","millions","6","v19458009","1.3.2.1.21","4226","","","","0"
"2017-07","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Other tourism products","Dollars","81","millions","6","v19458009","1.3.2.1.21","4248","","","","0"
"2017-10","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Other tourism products","Dollars","81","millions","6","v19458009","1.3.2.1.21","4281","","","","0"
"2018-01","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Other tourism products","Dollars","81","millions","6","v19458009","1.3.2.1.21","4280","","","","0"
"2018-04","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Other tourism products","Dollars","81","millions","6","v19458009","1.3.2.1.21","4365","","","","0"
"2018-07","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Other tourism products","Dollars","81","millions","6","v19458009","1.3.2.1.21","4359","","","","0"
"2018-10","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Other tourism products","Dollars","81","millions","6","v19458009","1.3.2.1.21","4393","","","","0"
"2019-01","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Other tourism products","Dollars","81","millions","6","v19458009","1.3.2.1.21","4380","","","","0"
"2019-04","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Other tourism products","Dollars","81","millions","6","v19458009","1.3.2.1.21","4411","","","","0"
"2019-07","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Other tourism products","Dollars","81","millions","6","v19458009","1.3.2.1.21","4364","","","","0"
"2019-10","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Other tourism products","Dollars","81","millions","6","v19458009","1.3.2.1.21","4283","","","","0"
"2020-01","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Other tourism products","Dollars","81","millions","6","v19458009","1.3.2.1.21","3599","","","","0"
"2020-04","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Other tourism products","Dollars","81","millions","6","v19458009","1.3.2.1.21","1862","","","","0"
"2020-07","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Other tourism products","Dollars","81","millions","6","v19458009","1.3.2.1.21","2459","","","","0"
"2020-10","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Other tourism products","Dollars","81","millions","6","v19458009","1.3.2.1.21","2446","","","","0"
"2021-01","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Other tourism products","Dollars","81","millions","6","v19458009","1.3.2.1.21","2400","","","","0"
"2021-04","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Other tourism products","Dollars","81","millions","6","v19458009","1.3.2.1.21","2589","","","","0"
"2021-07","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Other tourism products","Dollars","81","millions","6","v19458009","1.3.2.1.21","3056","","","","0"
"2021-10","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Other tourism products","Dollars","81","millions","6","v19458009","1.3.2.1.21","3382","","","","0"
"2022-01","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Other tourism products","Dollars","81","millions","6","v19458009","1.3.2.1.21","3506","","","","0"
"2022-04","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Tourism demand","Other tourism products","Dollars","81","millions","6","v19458009","1.3.2.1.21","3916","","","","0"
